case_id,method,n_scored_components,top_score,second_score,largest_gap_k,largest_gap
BraTS-GLI-02101-101,sustraccion,10,1.0,1.0,9,0.18504077196121216
BraTS-GLI-02101-101,variational_spline,1,1.0,,1,
BraTS-GLI-02123-101,gmm_2d,10,1.0,1.0,9,0.3704656958580017
BraTS-GLI-02123-101,gmm_T1c,1,0.6001819968223572,,1,
BraTS-GLI-02123-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02123-101,sustraccion,10,1.0,1.0,9,0.13980311155319203
BraTS-GLI-02123-101,variational_spline,1,1.0,,1,
BraTS-GLI-02137-100,gmm_2d,10,1.0,1.0,9,0.7078123092651367
BraTS-GLI-02137-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02137-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02137-100,sustraccion,10,1.0,1.0,9,0.5950680375099182
BraTS-GLI-02137-100,variational_spline,1,1.0,,1,
BraTS-GLI-02139-103,gmm_2d,9,1.0,1.0,6,0.06811761856079102
BraTS-GLI-02139-103,gmm_T1c,1,0.9955655932426452,,1,
BraTS-GLI-02139-103,otsu_T1c,1,1.0,,1,
BraTS-GLI-02139-103,sustraccion,10,1.0,1.0,9,0.112690269947052
BraTS-GLI-02139-103,variational_spline,1,0.9955655932426452,,1,
BraTS-GLI-02143-100,gmm_2d,9,1.0,1.0,7,0.1522267460823059
BraTS-GLI-02143-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02143-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02143-100,sustraccion,10,1.0,1.0,9,0.4604373574256897
BraTS-GLI-02143-100,variational_spline,1,0.8969740271568298,,1,
BraTS-GLI-02143-101,gmm_2d,10,1.0,1.0,7,0.14864182472229004
BraTS-GLI-02143-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02143-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02143-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02143-101,variational_spline,1,0.8353831768035889,,1,
BraTS-GLI-02151-100,gmm_2d,9,1.0,1.0,6,0.11343032121658325
BraTS-GLI-02151-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02151-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02151-100,sustraccion,9,1.0,1.0,1,0.0
BraTS-GLI-02151-100,variational_spline,1,1.0,,1,
BraTS-GLI-02153-101,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02153-101,gmm_T1c,1,0.9751338362693788,,1,
BraTS-GLI-02153-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02153-101,sustraccion,10,1.0,1.0,9,0.037807345390319824
BraTS-GLI-02153-101,variational_spline,1,0.9751338362693788,,1,
BraTS-GLI-02171-101,gmm_2d,9,1.0,1.0,1,0.0
BraTS-GLI-02171-101,gmm_T1c,1,0.975125014781952,,1,
BraTS-GLI-02171-101,otsu_T1c,1,0.975125014781952,,1,
BraTS-GLI-02171-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02171-101,variational_spline,1,0.975125014781952,,1,
BraTS-GLI-02181-102,gmm_2d,9,1.0,1.0,8,0.30114465951919556
BraTS-GLI-02181-102,gmm_T1c,1,1.0,,1,
BraTS-GLI-02181-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-02181-102,sustraccion,10,1.0,1.0,9,0.095464527606964
BraTS-GLI-02181-102,variational_spline,1,1.0,,1,
BraTS-GLI-02184-101,gmm_2d,9,1.0,1.0,8,0.13989859819412231
BraTS-GLI-02184-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02184-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02184-101,sustraccion,10,1.0,1.0,8,0.2392864227294922
BraTS-GLI-02184-101,variational_spline,1,1.0,,1,
BraTS-GLI-02185-100,gmm_2d,9,1.0,1.0,8,0.14453530311584473
BraTS-GLI-02185-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02185-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02185-100,sustraccion,10,1.0,1.0,9,0.318337082862854
BraTS-GLI-02185-100,variational_spline,1,1.0,,1,
BraTS-GLI-02192-101,gmm_2d,10,1.0,1.0,9,0.08661234378814708
BraTS-GLI-02192-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02192-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02192-101,sustraccion,10,1.0,1.0,9,0.02214670181274403
BraTS-GLI-02192-101,variational_spline,1,1.0,,1,
BraTS-GLI-02194-101,gmm_2d,10,1.0,1.0,9,0.3739924430847168
BraTS-GLI-02194-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02194-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02194-101,sustraccion,10,1.0,1.0,9,0.12019264698028564
BraTS-GLI-02194-101,variational_spline,1,1.0,,1,
BraTS-GLI-02196-100,gmm_2d,9,1.0,1.0,8,0.24410846829414368
BraTS-GLI-02196-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02196-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02196-100,sustraccion,10,1.0,1.0,9,0.05175107717514038
BraTS-GLI-02196-100,variational_spline,1,1.0,,1,
BraTS-GLI-02198-101,gmm_2d,10,1.0,1.0,9,0.014890074729919545
BraTS-GLI-02198-101,gmm_T1c,1,0.7868865728378296,,1,
BraTS-GLI-02198-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02198-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02198-101,variational_spline,1,1.0,,1,
BraTS-GLI-02205-100,gmm_2d,7,0.7506118416786194,0.6816802620887756,6,0.4158897995948791
BraTS-GLI-02205-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02205-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02205-100,sustraccion,10,1.0,1.0,9,0.7330120801925659
BraTS-GLI-02205-100,variational_spline,1,1.0,,1,
BraTS-GLI-02206-104,gmm_2d,9,1.0,1.0,8,0.45659944415092474
BraTS-GLI-02206-104,gmm_T1c,1,0.5795854926109314,,1,
BraTS-GLI-02206-104,otsu_T1c,1,1.0,,1,
BraTS-GLI-02206-104,sustraccion,8,1.0,1.0,1,0.0
BraTS-GLI-02206-104,variational_spline,1,1.0,,1,
BraTS-GLI-02208-100,gmm_2d,10,1.0,1.0,9,0.7295197397470475
BraTS-GLI-02208-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02208-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02208-100,sustraccion,10,1.0,1.0,7,0.20061373710632324
BraTS-GLI-02208-100,variational_spline,1,1.0,,1,
BraTS-GLI-02216-100,gmm_2d,9,1.0,1.0,8,0.08319365978240956
BraTS-GLI-02216-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02216-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02216-100,sustraccion,8,1.0,1.0,5,0.08319365978240956
BraTS-GLI-02216-100,variational_spline,1,1.0,,1,
BraTS-GLI-02217-100,gmm_2d,10,1.0,1.0,9,0.0991033911705016
BraTS-GLI-02217-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02217-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02217-100,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02217-100,variational_spline,1,1.0,,1,
BraTS-GLI-02220-102,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02220-102,gmm_T1c,1,0.7753145694732666,,1,
BraTS-GLI-02220-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-02220-102,sustraccion,10,1.0,1.0,8,0.07575231790542603
BraTS-GLI-02220-102,variational_spline,1,1.0,,1,
BraTS-GLI-02221-100,gmm_2d,10,1.0,1.0,9,0.5828518718481064
BraTS-GLI-02221-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02221-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02221-100,sustraccion,10,1.0,1.0,9,0.2301647663116455
BraTS-GLI-02221-100,variational_spline,1,1.0,,1,
BraTS-GLI-02227-100,gmm_2d,10,1.0,1.0,9,0.16791653633117676
BraTS-GLI-02227-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02227-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02227-100,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02227-100,variational_spline,1,1.0,,1,
BraTS-GLI-02229-100,gmm_2d,10,1.0,1.0,8,0.014214813709259033
BraTS-GLI-02229-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02229-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02229-100,sustraccion,10,1.0,1.0,9,0.31636589765548706
BraTS-GLI-02229-100,variational_spline,1,1.0,,1,
BraTS-GLI-02230-100,gmm_2d,10,1.0,1.0,9,0.1062207818031311
BraTS-GLI-02230-100,gmm_T1c,1,0.7281765341758728,,1,
BraTS-GLI-02230-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02230-100,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02230-100,variational_spline,1,1.0,,1,
BraTS-GLI-02238-102,gmm_2d,10,1.0,1.0,9,0.8442518487572671
BraTS-GLI-02238-102,gmm_T1c,1,1.0,,1,
BraTS-GLI-02238-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-02238-102,sustraccion,10,1.0,1.0,9,0.02142059803009022
BraTS-GLI-02238-102,variational_spline,1,1.0,,1,
BraTS-GLI-02243-101,gmm_2d,10,1.0,1.0,9,0.07463514804840077
BraTS-GLI-02243-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02243-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02243-101,sustraccion,8,1.0,1.0,1,0.0
BraTS-GLI-02243-101,variational_spline,1,1.0,,1,
BraTS-GLI-02245-100,gmm_2d,7,1.0,1.0,5,0.1615961194038391
BraTS-GLI-02245-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02245-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02245-100,sustraccion,9,1.0,1.0,7,0.12566524744033802
BraTS-GLI-02245-100,variational_spline,1,1.0,,1,
BraTS-GLI-02245-103,gmm_2d,10,1.0,1.0,9,0.034808993339538574
BraTS-GLI-02245-103,gmm_T1c,1,1.0,,1,
BraTS-GLI-02245-103,otsu_T1c,1,1.0,,1,
BraTS-GLI-02245-103,sustraccion,10,1.0,1.0,9,0.11727708578109741
BraTS-GLI-02245-103,variational_spline,1,1.0,,1,
BraTS-GLI-02247-100,gmm_2d,6,0.8049838542938232,0.1004299521446228,1,0.7045539021492004
BraTS-GLI-02247-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02247-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02247-100,sustraccion,9,1.0,1.0,6,0.7386305034160615
BraTS-GLI-02247-100,variational_spline,1,1.0,,1,
BraTS-GLI-02247-103,gmm_2d,9,1.0,1.0,8,0.21008241176605225
BraTS-GLI-02247-103,gmm_T1c,1,0.6626744866371155,,1,
BraTS-GLI-02247-103,otsu_T1c,1,1.0,,1,
BraTS-GLI-02247-103,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02247-103,variational_spline,1,1.0,,1,
BraTS-GLI-02248-102,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02248-102,gmm_T1c,1,1.0,,1,
BraTS-GLI-02248-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-02248-102,sustraccion,10,1.0,1.0,9,0.010686159133911244
BraTS-GLI-02248-102,variational_spline,1,1.0,,1,
BraTS-GLI-02285-100,gmm_2d,10,1.0,1.0,9,0.19782376289367676
BraTS-GLI-02285-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02285-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02285-100,sustraccion,10,1.0,1.0,8,0.32620781660079956
BraTS-GLI-02285-100,variational_spline,1,1.0,,1,
BraTS-GLI-02300-101,gmm_2d,7,1.0,1.0,6,0.22050625085830688
BraTS-GLI-02300-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02300-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02300-101,sustraccion,9,1.0,1.0,8,0.010920763015747181
BraTS-GLI-02300-101,variational_spline,1,1.0,,1,
BraTS-GLI-02306-100,gmm_2d,9,1.0,1.0,8,0.1067509651184082
BraTS-GLI-02306-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02306-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02306-100,sustraccion,9,1.0,1.0,6,0.1148916482925415
BraTS-GLI-02306-100,variational_spline,1,1.0,,1,
BraTS-GLI-02307-101,gmm_2d,9,1.0,1.0,5,0.1505141258239745
BraTS-GLI-02307-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02307-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02307-101,sustraccion,10,1.0,1.0,7,0.4847228527069092
BraTS-GLI-02307-101,variational_spline,1,1.0,,1,
BraTS-GLI-02344-100,gmm_2d,9,1.0,1.0,6,0.1327595114707948
BraTS-GLI-02344-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02344-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02344-100,sustraccion,7,1.0,1.0,6,0.40889370441436773
BraTS-GLI-02344-100,variational_spline,1,1.0,,1,
BraTS-GLI-02382-100,gmm_2d,9,1.0,0.9934059977531432,8,0.2543841600418091
BraTS-GLI-02382-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02382-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02382-100,sustraccion,9,1.0,1.0,8,0.12128132581710815
BraTS-GLI-02382-100,variational_spline,1,1.0,,1,
BraTS-GLI-02498-101,gmm_2d,10,1.0,1.0,9,0.8533054292201996
BraTS-GLI-02498-101,gmm_T1c,1,0.6837783455848694,,1,
BraTS-GLI-02498-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02498-101,sustraccion,9,1.0,1.0,8,0.5025546848773959
BraTS-GLI-02498-101,variational_spline,1,1.0,,1,
BraTS-GLI-02549-102,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02549-102,gmm_T1c,1,1.0,,1,
BraTS-GLI-02549-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-02549-102,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02549-102,variational_spline,1,1.0,,1,
BraTS-GLI-02553-101,gmm_2d,10,1.0,1.0,9,0.03354066610336304
BraTS-GLI-02553-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02553-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02553-101,sustraccion,9,1.0,1.0,8,0.03316795825958241
BraTS-GLI-02553-101,variational_spline,1,1.0,,1,
BraTS-GLI-02558-101,gmm_2d,10,1.0,1.0,9,0.0035340189933775745
BraTS-GLI-02558-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02558-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02558-101,sustraccion,10,1.0,1.0,9,0.018320560455322377
BraTS-GLI-02558-101,variational_spline,1,1.0,,1,
BraTS-GLI-02561-101,gmm_2d,10,1.0,1.0,9,0.9656692147254944
BraTS-GLI-02561-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02561-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02561-101,sustraccion,9,1.0,1.0,8,0.3453940749168396
BraTS-GLI-02561-101,variational_spline,1,1.0,,1,
BraTS-GLI-02635-100,gmm_2d,10,1.0,1.0,9,0.10419046878814697
BraTS-GLI-02635-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02635-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02635-100,sustraccion,10,1.0,1.0,9,0.09359753131866455
BraTS-GLI-02635-100,variational_spline,1,1.0,,1,
BraTS-GLI-02664-100,gmm_2d,9,1.0,1.0,8,0.14318913221359242
BraTS-GLI-02664-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02664-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02664-100,sustraccion,10,1.0,1.0,9,0.22331970930099487
BraTS-GLI-02664-100,variational_spline,1,1.0,,1,
BraTS-GLI-02699-100,gmm_2d,8,1.0,1.0,6,0.45233431458473206
BraTS-GLI-02699-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02699-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02699-100,sustraccion,8,1.0,1.0,7,0.30650749802589417
BraTS-GLI-02699-100,variational_spline,1,1.0,,1,
BraTS-GLI-02701-100,gmm_2d,7,0.9744040966033936,0.9310556650161744,4,0.149322807788849
BraTS-GLI-02701-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02701-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02701-100,sustraccion,8,1.0,1.0,5,0.4647642970085144
BraTS-GLI-02701-100,variational_spline,1,1.0,,1,
BraTS-GLI-02744-100,gmm_2d,7,1.0,1.0,5,0.17113733291625965
BraTS-GLI-02744-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02744-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02744-100,sustraccion,7,1.0,1.0,5,0.10492104291915905
BraTS-GLI-02744-100,variational_spline,1,1.0,,1,
BraTS-GLI-02744-101,gmm_2d,7,1.0,1.0,5,0.21980595588684093
BraTS-GLI-02744-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02744-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02744-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02744-101,variational_spline,1,1.0,,1,
BraTS-GLI-02746-100,gmm_2d,10,1.0,1.0,9,0.42681318521499634
BraTS-GLI-02746-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02746-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02746-100,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02746-100,variational_spline,1,1.0,,1,
BraTS-GLI-02753-100,gmm_2d,8,1.0,1.0,6,0.12642747163772583
BraTS-GLI-02753-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02753-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02753-100,sustraccion,9,1.0,1.0,8,0.372239887714386
BraTS-GLI-02753-100,variational_spline,1,1.0,,1,
BraTS-GLI-02755-101,gmm_2d,10,1.0,1.0,8,0.13208478689193726
BraTS-GLI-02755-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02755-101,otsu_T1c,1,0.9338642358779908,,1,
BraTS-GLI-02755-101,sustraccion,9,1.0,1.0,6,0.07242089509964
BraTS-GLI-02755-101,variational_spline,1,1.0,,1,
BraTS-GLI-02761-101,gmm_2d,9,1.0,1.0,1,0.0
BraTS-GLI-02761-101,gmm_T1c,1,0.9705052971839904,,1,
BraTS-GLI-02761-101,otsu_T1c,1,0.9348888397216796,,1,
BraTS-GLI-02761-101,sustraccion,9,1.0,1.0,8,0.09724712371826172
BraTS-GLI-02761-101,variational_spline,1,0.9705052971839904,,1,
BraTS-GLI-02789-101,gmm_2d,8,1.0,1.0,7,0.060965240001678356
BraTS-GLI-02789-101,gmm_T1c,1,0.9606419205665588,,1,
BraTS-GLI-02789-101,otsu_T1c,1,0.9606419205665588,,1,
BraTS-GLI-02789-101,sustraccion,9,1.0,1.0,7,0.16723555326461792
BraTS-GLI-02789-101,variational_spline,1,0.9606419205665588,,1,
BraTS-GLI-02793-100,gmm_2d,7,1.0,1.0,6,0.10044741630554188
BraTS-GLI-02793-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02793-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02793-100,sustraccion,7,1.0,1.0,6,0.24953633546829224
BraTS-GLI-02793-100,variational_spline,1,1.0,,1,
BraTS-GLI-02793-101,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02793-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02793-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02793-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02793-101,variational_spline,1,1.0,,1,
BraTS-GLI-02799-100,gmm_2d,9,1.0,1.0,7,0.06744247674942017
BraTS-GLI-02799-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02799-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02799-100,sustraccion,9,1.0,1.0,8,0.06744247674942017
BraTS-GLI-02799-100,variational_spline,1,1.0,,1,
BraTS-GLI-02801-100,gmm_2d,10,1.0,1.0,9,0.08867394924163818
BraTS-GLI-02801-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02801-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02801-100,sustraccion,9,1.0,1.0,7,0.1745741367340088
BraTS-GLI-02801-100,variational_spline,1,1.0,,1,
BraTS-GLI-02801-101,gmm_2d,10,1.0,1.0,9,0.05726581811904918
BraTS-GLI-02801-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02801-101,otsu_T1c,1,0.955223023891449,,1,
BraTS-GLI-02801-101,sustraccion,9,1.0,1.0,8,0.08273112773895241
BraTS-GLI-02801-101,variational_spline,1,1.0,,1,
BraTS-GLI-02808-100,gmm_2d,8,1.0,1.0,7,0.35211557149887085
BraTS-GLI-02808-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02808-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02808-100,sustraccion,6,1.0,1.0,5,0.33001965284347545
BraTS-GLI-02808-100,variational_spline,1,1.0,,1,
BraTS-GLI-02817-101,gmm_2d,10,1.0,1.0,9,0.2636769413948059
BraTS-GLI-02817-101,gmm_T1c,1,0.8041434288024902,,1,
BraTS-GLI-02817-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02817-101,variational_spline,1,0.8041434288024902,,1,
BraTS-GLI-02828-100,gmm_2d,9,1.0,1.0,8,0.004914820194244385
BraTS-GLI-02828-100,gmm_T1c,1,0.7947366237640381,,1,
BraTS-GLI-02828-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02828-100,sustraccion,7,1.0,1.0,1,0.0
BraTS-GLI-02828-100,variational_spline,1,1.0,,1,
BraTS-GLI-02833-101,gmm_2d,10,1.0,1.0,8,0.15020841360092163
BraTS-GLI-02833-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02833-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02833-101,sustraccion,8,1.0,1.0,7,0.06186020374298096
BraTS-GLI-02833-101,variational_spline,1,1.0,,1,
BraTS-GLI-02835-100,gmm_2d,8,1.0,1.0,4,0.029985904693603405
BraTS-GLI-02835-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02835-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02835-100,sustraccion,7,1.0,1.0,6,0.08698415756225586
BraTS-GLI-02835-100,variational_spline,1,1.0,,1,
BraTS-GLI-02836-101,gmm_2d,10,1.0,1.0,9,0.01579493284225464
BraTS-GLI-02836-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02836-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02836-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02836-101,variational_spline,1,1.0,,1,
BraTS-GLI-02851-100,gmm_2d,10,1.0,1.0,8,0.1253010630607605
BraTS-GLI-02851-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02851-100,otsu_T1c,1,0.9995455741882324,,1,
BraTS-GLI-02851-100,sustraccion,7,1.0,1.0,6,0.41772061586379994
BraTS-GLI-02851-100,variational_spline,1,1.0,,1,
BraTS-GLI-02866-100,gmm_2d,7,1.0,1.0,6,0.08164262771606445
BraTS-GLI-02866-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02866-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02866-100,sustraccion,7,1.0,1.0,6,0.08164262771606445
BraTS-GLI-02866-100,variational_spline,1,1.0,,1,
BraTS-GLI-02866-101,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-02866-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02866-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02866-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02866-101,variational_spline,1,1.0,,1,
BraTS-GLI-02895-101,gmm_2d,10,1.0,1.0,9,0.0869174599647522
BraTS-GLI-02895-101,gmm_T1c,1,0.9589574337005616,,1,
BraTS-GLI-02895-101,otsu_T1c,1,0.893841564655304,,1,
BraTS-GLI-02895-101,sustraccion,8,1.0,1.0,7,0.0536438822746278
BraTS-GLI-02895-101,variational_spline,1,0.9589574337005616,,1,
BraTS-GLI-02897-101,gmm_2d,9,1.0,1.0,8,0.20174038410186768
BraTS-GLI-02897-101,gmm_T1c,1,1.0,,1,
