case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1,selection_policy
BraTS-GLI-02086-100,0,gmm_T1c,large,1,26344,8476,0.4862148190695003,0.3211914247770821,0.3217430914060127,,False,2,1,1.0,1.0,1.0,0.0,0.4865781366825104,0.2432890683412552,0.2432890683412552,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02086-100,0,sustraccion,large,1,26344,69276,0.4722443003555741,0.3091098272226938,2.6296689948375342,,True,2,1,1.0,1.0,1.0,0.0,0.4723727405071258,0.2361863702535629,0.2361863702535629,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02086-100,0,gmm_2d,large,1,26344,111748,0.3529096544332764,0.2142624752692899,4.241876708168843,,True,2,1,1.0,1.0,1.0,0.0,0.3529761135578155,0.1764880567789077,0.1764880567789077,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02086-100,0,variational_spline,large,1,26344,8555,0.4643112983180034,0.3023472776803373,0.3247418767081688,,False,2,1,1.0,1.0,1.0,0.0,0.4646574854850769,0.2323287427425384,0.2323287427425384,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02093-106,1,otsu_T1c,small,1,1054,833819,0.0002898644464487,0.0001449532316184,791.0996204933587,,True,5,1,1.0,1.0,4.0,0.0,0.000242222493398,4.844449722440913e-05,0.0,0.2,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02093-106,1,gmm_T1c,small,1,1054,1038035,0.0,0.0,984.8529411764706,,True,5,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02093-106,1,sustraccion,small,1,1054,59766,0.0,0.0,56.703984819734345,,True,5,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02093-106,1,gmm_2d,small,1,1054,69940,0.0,0.0,66.35673624288425,,True,5,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02093-106,1,variational_spline,small,1,1054,224020,0.0093658085785119,0.0047049370591911,212.5426944971537,,True,5,1,1.0,1.0,4.0,0.0,0.0067000929266214,0.0013400185853242,0.0,0.2,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02101-101,1,otsu_T1c,medium,1,4365,623713,0.0096293772429539,0.0048379819983553,142.88957617411225,,True,2,1,1.0,1.0,1.0,0.0,0.0096377404406666,0.0048188702203333,0.0048188702203333,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02101-101,1,gmm_T1c,medium,1,4365,917639,0.0049934707441616,0.0025029846624232,210.2265750286369,,True,2,1,1.0,1.0,1.0,0.0,0.0049942536279559,0.0024971268139779,0.0024971268139779,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02101-101,1,sustraccion,medium,1,4365,49041,0.1335055986218777,0.0715274573142593,11.235051546391752,,True,2,1,1.0,1.0,1.0,0.0,0.1348820477724075,0.0674410238862037,0.0674410238862037,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02101-101,1,gmm_2d,medium,1,4365,63147,0.1058182249081644,0.0558648733187363,14.466666666666669,,True,2,1,1.0,1.0,1.0,0.0,0.1066794097423553,0.0533397048711776,0.0533397048711776,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02101-101,1,variational_spline,medium,1,4365,146428,0.0505991657437679,0.0259562655635537,33.54593356242841,,True,2,1,1.0,1.0,1.0,0.0,0.0507693961262702,0.0253846980631351,0.0253846980631351,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02123-101,3,otsu_T1c,small,1,507,5671,0.0,0.0,11.185404339250493,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02123-101,3,gmm_T1c,small,1,507,955707,0.0008972886822405,0.0004488457132095,1885.0236686390533,,True,2,1,1.0,1.0,1.0,0.0,0.0008973553194664,0.0004486776597332,0.0004486776597332,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02123-101,3,sustraccion,small,1,507,58412,0.0,0.0,115.21104536489152,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02123-101,3,gmm_2d,small,1,507,85443,0.0,0.0,168.52662721893492,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02123-101,3,variational_spline,small,1,507,150956,0.0052818180017562,0.0026479018687567,297.7435897435897,,True,2,1,1.0,1.0,1.0,0.0,0.0052842949517071,0.0026421474758535,0.0026421474758535,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02137-100,0,otsu_T1c,medium,1,2862,13096,0.0003759869657851,0.0001880288310874,4.575821104122991,,True,2,1,1.0,1.0,1.0,0.0,0.0004578055813908,0.0002289027906954,0.0002289027906954,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02137-100,0,gmm_T1c,medium,1,2862,13510,0.0006107989249938,0.0003054927598215,4.720475192173305,,True,2,1,1.0,1.0,1.0,0.0,0.000739644980058,0.000369822490029,0.000369822490029,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02137-100,0,sustraccion,medium,1,2862,89402,0.0307595595248417,0.0156200121085365,31.23759608665269,,True,2,1,1.0,1.0,1.0,0.0,0.0307688973844051,0.0153844486922025,0.0153844486922025,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02137-100,0,gmm_2d,medium,1,2862,147374,0.0322692297452008,0.0163992098070522,51.49336128581412,,True,2,1,1.0,1.0,1.0,0.0,0.0319956317543983,0.0159978158771991,0.0159978158771991,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02137-100,0,variational_spline,medium,1,2862,13510,0.0006107989249938,0.0003054927598215,4.720475192173305,,True,2,1,1.0,1.0,1.0,0.0,0.000739644980058,0.000369822490029,0.000369822490029,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02139-103,4,otsu_T1c,small,1,1109,9833,0.0,0.0,8.866546438232643,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02139-103,4,gmm_T1c,small,1,1109,12736,0.0,0.0,11.484220018034264,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02139-103,4,sustraccion,small,1,1109,39796,0.0,0.0,35.88458070333634,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02139-103,4,gmm_2d,small,1,1109,16333,0.0,0.0,14.727682596934176,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02139-103,4,variational_spline,small,1,1109,12736,0.0,0.0,11.484220018034264,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-100,3,otsu_T1c,large,1,50441,23313,0.4101201290777449,0.2579566774688726,0.4621835411669078,,True,2,1,1.0,1.0,1.0,0.0,0.4101924300193786,0.2050962150096893,0.2050962150096893,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-100,3,gmm_T1c,large,1,50441,22358,0.3955274110908117,0.2465155302900585,0.443250530322555,,True,2,1,1.0,1.0,1.0,0.0,0.3955980539321899,0.1977990269660949,0.1977990269660949,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-100,3,sustraccion,large,1,50441,43816,0.6293431787559545,0.459154449897054,0.8686584326242541,,True,2,1,1.0,1.0,1.0,0.0,0.6294299960136414,0.3147149980068207,0.3147149980068207,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-100,3,gmm_2d,large,1,50441,1628,0.0,0.0,0.032275331575504,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-100,3,variational_spline,large,1,50441,12548,0.370255123910524,0.2271859413965087,0.2487658848952241,,True,2,1,1.0,1.0,1.0,0.0,0.3703315556049347,0.1851657778024673,0.1851657778024673,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-101,2,otsu_T1c,large,1,96040,42725,0.5392426044031275,0.3691527463961875,0.4448667221990837,,True,2,1,1.0,1.0,1.0,0.0,0.5392969846725464,0.2696484923362732,0.2696484923362732,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-101,2,gmm_T1c,large,1,96040,59598,0.6171243526645164,0.4462616388202278,0.6205539358600584,,True,2,1,1.0,1.0,1.0,0.0,0.6171798706054688,0.3085899353027344,0.3085899353027344,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-101,2,sustraccion,large,1,96040,102113,0.8449430490580511,0.7315163536906125,1.0632340691378592,,True,2,1,1.0,1.0,1.0,0.0,0.8449320793151855,0.4224660396575928,0.4224660396575928,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-101,2,gmm_2d,large,1,96040,78639,0.680482485015371,0.5157055342484772,0.8188150770512287,,True,2,1,1.0,1.0,1.0,0.0,0.6803881525993347,0.3401940762996673,0.3401940762996673,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02143-101,2,variational_spline,large,1,96040,67053,0.7485054539434556,0.5980892655920828,0.6981778425655977,,True,2,1,1.0,1.0,1.0,0.0,0.7485697269439697,0.3742848634719848,0.3742848634719848,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02151-100,3,otsu_T1c,large,1,39885,28341,0.8212118547181426,0.6966577141151895,0.7105678826626551,,True,3,1,1.0,1.0,2.0,0.0,0.822043240070343,0.274014413356781,0.0,0.3333333333333333,0.3333333333333333,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02151-100,3,gmm_T1c,large,1,39885,15909,0.5656522206688891,0.3943619733093417,0.3988717562993606,,True,3,1,1.0,1.0,2.0,0.0,0.5663526058197021,0.1887841969728469,0.0,0.3333333333333333,0.3333333333333333,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02151-100,3,sustraccion,large,1,39885,73872,0.6321017607707657,0.4620970644182818,1.8521248589695367,,True,3,1,1.0,1.0,2.0,0.0,0.6317816972732544,0.210593894124031,0.0,0.3333333333333333,0.3333333333333333,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02151-100,3,gmm_2d,large,1,39885,12419,0.3590165188130927,0.2187813118956076,0.3113701892942209,,True,3,1,1.0,1.0,2.0,0.0,0.3594907522201538,0.1198302507400512,0.0,0.3333333333333333,0.3333333333333333,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02151-100,3,variational_spline,large,1,39885,25592,0.7432533561403241,0.5914106552595761,0.6416447285947098,,True,3,1,1.0,1.0,2.0,0.0,0.7440374493598938,0.2480124831199646,0.0,0.3333333333333333,0.3333333333333333,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02153-101,1,otsu_T1c,small,1,519,689912,0.0003418154746817,0.0001709369517885,1329.31021194605,,True,3,1,1.0,1.0,2.0,0.0,0.0003419967542868,0.0001139989180956,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02153-101,1,gmm_T1c,small,1,519,4435,0.0,0.0,8.545279383429673,,False,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02153-101,1,sustraccion,small,1,519,63548,0.0,0.0,122.44315992292871,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02153-101,1,gmm_2d,small,1,519,65035,0.0,0.0,125.30828516377647,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02153-101,1,variational_spline,small,1,519,4435,0.0,0.0,8.545279383429673,,False,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02171-101,1,otsu_T1c,small,1,164,5967,0.0,0.0,36.38414634146341,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02171-101,1,gmm_T1c,small,1,164,5961,0.0,0.0,36.34756097560975,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02171-101,1,sustraccion,small,1,164,62836,0.0,0.0,383.1463414634146,,True,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02171-101,1,gmm_2d,small,1,164,53822,0.0,0.0,328.1829268292683,,True,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02171-101,1,variational_spline,small,1,164,5963,0.0,0.0,36.359756097560975,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02181-102,3,otsu_T1c,small,1,1816,18229,0.0,0.0,10.037995594713657,,True,6,1,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02181-102,3,gmm_T1c,small,1,1816,18796,0.0,0.0,10.35022026431718,,True,6,1,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02181-102,3,sustraccion,small,1,1816,108474,0.0,0.0,59.73237885462555,,True,6,1,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02181-102,3,gmm_2d,small,1,1816,376778,0.0067460128792321,0.0033844221172117,207.47687224669605,,True,6,1,1.0,1.0,5.0,0.0,0.0034655248746275,0.000577587459702,0.0,0.1666666666666666,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02181-102,3,variational_spline,small,1,1816,18796,0.0,0.0,10.35022026431718,,True,6,1,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02184-101,3,otsu_T1c,small,1,101,15259,0.0,0.0,151.07920792079207,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02184-101,3,gmm_T1c,small,1,101,17688,0.0,0.0,175.12871287128712,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02184-101,3,sustraccion,small,1,101,55511,0.0,0.0,549.6138613861386,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02184-101,3,gmm_2d,small,1,101,102653,0.0,0.0,1016.3663366336634,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02184-101,3,variational_spline,small,1,101,17688,0.0,0.0,175.12871287128712,,True,3,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02185-100,4,otsu_T1c,medium,1,10020,25886,0.0827716816131008,0.0431725740848344,2.583433133732535,,True,3,1,1.0,1.0,2.0,0.0,0.0835162326693534,0.0278387442231178,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02185-100,4,gmm_T1c,medium,1,10020,34502,0.0909662638695476,0.0476504223827564,3.443313373253493,,True,3,1,1.0,1.0,2.0,0.0,0.0915432348847389,0.0305144116282463,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02185-100,4,sustraccion,medium,1,10020,77219,0.0496108391888948,0.0254363796650014,7.706487025948104,,True,3,1,1.0,1.0,2.0,0.0,0.0497058853507041,0.0165686290711164,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02185-100,4,gmm_2d,medium,1,10020,116923,0.0920885751872887,0.0482666930915456,11.668962075848304,,True,3,1,1.0,1.0,2.0,0.0,0.0922773033380508,0.0307591017335653,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02185-100,4,variational_spline,medium,1,10020,34450,0.0904879694175848,0.0473880069715954,3.43812375249501,,True,3,1,1.0,1.0,2.0,0.0,0.0910616293549537,0.0303538758307695,0.0,0.3333333333333333,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02192-101,3,otsu_T1c,medium,1,4984,8568,0.0,0.0,1.7191011235955056,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02192-101,3,gmm_T1c,medium,1,4984,8602,0.0,0.0,1.7259229534510434,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02192-101,3,sustraccion,medium,1,4984,67910,0.1030811863802233,0.0543413801582365,13.625601926163723,,True,2,1,1.0,1.0,1.0,0.0,0.1024824678897857,0.0512412339448928,0.0512412339448928,0.5,0.5,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02192-101,3,gmm_2d,medium,1,4984,86479,0.0962793697998097,0.0505743165632896,17.351324237560192,,True,2,1,1.0,1.0,1.0,0.0,0.0958005264401435,0.0479002632200717,0.0479002632200717,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02192-101,3,variational_spline,medium,1,4984,8602,0.0,0.0,1.7259229534510434,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02194-101,2,otsu_T1c,medium,1,3716,655031,0.0108721557745234,0.005465790349316,176.2731431646932,,True,2,1,1.0,1.0,1.0,0.0,0.0106184799224138,0.0053092399612069,0.0053092399612069,0.5,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
BraTS-GLI-02194-101,2,gmm_T1c,medium,1,3716,4417,0.0,0.0,1.188643702906351,,False,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct
