case_id,fold,method,mode,shape_threshold,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,dominant_found
BraTS-GLI-02101-101,1,gmm_2d,shape_post_filter,0.5255652568220824,medium,4365,12084,True,,0.0068958499468863,2.0,0.0,122.0,True
BraTS-GLI-02101-101,1,variational_spline,shape_post_filter,0.5255652568220824,medium,4365,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02123-101,3,otsu_T1c,shape_post_filter,0.5309848428280338,small,507,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02123-101,3,gmm_T1c,shape_post_filter,0.5309848428280338,small,507,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02123-101,3,sustraccion,shape_post_filter,0.5309848428280338,small,507,7153,False,,0.0087162815034389,2.0,0.0,137.0,True
BraTS-GLI-02123-101,3,gmm_2d,shape_post_filter,0.5309848428280338,small,507,10111,True,,0.0077872746624052,2.0,0.0,115.0,True
BraTS-GLI-02123-101,3,variational_spline,shape_post_filter,0.5309848428280338,small,507,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02137-100,0,otsu_T1c,shape_post_filter,0.5530794707693413,medium,2862,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02137-100,0,gmm_T1c,shape_post_filter,0.5530794707693413,medium,2862,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02137-100,0,sustraccion,shape_post_filter,0.5530794707693413,medium,2862,6186,False,,0.0,0.0,2.0,128.0,False
BraTS-GLI-02137-100,0,gmm_2d,shape_post_filter,0.5530794707693413,medium,2862,11079,True,,0.0004748735227622,1.0,1.0,123.0,True
BraTS-GLI-02137-100,0,variational_spline,shape_post_filter,0.5530794707693413,medium,2862,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02139-103,4,otsu_T1c,shape_post_filter,0.5518172876195343,small,1109,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02139-103,4,gmm_T1c,shape_post_filter,0.5518172876195343,small,1109,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02139-103,4,sustraccion,shape_post_filter,0.5518172876195343,small,1109,9326,False,,0.0022845822386443,1.0,1.0,128.0,True
BraTS-GLI-02139-103,4,gmm_2d,shape_post_filter,0.5518172876195343,small,1109,35282,True,,0.0007604751153849,2.0,0.0,322.0,True
BraTS-GLI-02139-103,4,variational_spline,shape_post_filter,0.5518172876195343,small,1109,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02143-100,3,otsu_T1c,shape_post_filter,0.5309848428280338,large,50441,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02143-100,3,gmm_T1c,shape_post_filter,0.5309848428280338,large,50441,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02143-100,3,sustraccion,shape_post_filter,0.5309848428280338,large,50441,3529,False,,7.738946442259476e-05,1.0,1.0,67.0,True
BraTS-GLI-02143-100,3,gmm_2d,shape_post_filter,0.5309848428280338,large,50441,17366,True,,2.7310052246320996e-05,1.0,1.0,202.0,True
BraTS-GLI-02143-100,3,variational_spline,shape_post_filter,0.5309848428280338,large,50441,12548,True,,0.1851657778024673,1.0,1.0,0.0,True
BraTS-GLI-02143-101,2,otsu_T1c,shape_post_filter,0.5396369041183476,large,96040,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02143-101,2,gmm_T1c,shape_post_filter,0.5396369041183476,large,96040,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02143-101,2,sustraccion,shape_post_filter,0.5396369041183476,large,96040,7684,False,,2.263313945150003e-07,1.0,1.0,90.0,True
BraTS-GLI-02143-101,2,gmm_2d,shape_post_filter,0.5396369041183476,large,96040,20431,True,,7.361409188888501e-07,1.0,1.0,196.0,True
BraTS-GLI-02143-101,2,variational_spline,shape_post_filter,0.5396369041183476,large,96040,67053,True,,0.3742848634719848,1.0,1.0,0.0,True
BraTS-GLI-02151-100,3,otsu_T1c,shape_post_filter,0.5309848428280338,large,39885,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02151-100,3,gmm_T1c,shape_post_filter,0.5309848428280338,large,39885,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02151-100,3,sustraccion,shape_post_filter,0.5309848428280338,large,39885,6549,False,,0.0037295494694262,2.0,1.0,120.0,True
BraTS-GLI-02151-100,3,gmm_2d,shape_post_filter,0.5309848428280338,large,39885,40649,True,,0.0006535772117786,3.0,0.0,356.0,True
BraTS-GLI-02151-100,3,variational_spline,shape_post_filter,0.5309848428280338,large,39885,25592,True,,0.2480124831199646,1.0,2.0,0.0,True
BraTS-GLI-02153-101,1,otsu_T1c,shape_post_filter,0.5255652568220824,small,519,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02153-101,1,gmm_T1c,shape_post_filter,0.5255652568220824,small,519,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02153-101,1,sustraccion,shape_post_filter,0.5255652568220824,small,519,10843,True,,0.0097307907417416,3.0,0.0,188.0,True
BraTS-GLI-02153-101,1,gmm_2d,shape_post_filter,0.5255652568220824,small,519,12431,True,,0.0093746101483702,2.0,1.0,128.0,True
BraTS-GLI-02153-101,1,variational_spline,shape_post_filter,0.5255652568220824,small,519,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02171-101,1,otsu_T1c,shape_post_filter,0.5255652568220824,small,164,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02171-101,1,gmm_T1c,shape_post_filter,0.5255652568220824,small,164,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02171-101,1,sustraccion,shape_post_filter,0.5255652568220824,small,164,8968,False,,0.0,0.0,1.0,225.0,False
BraTS-GLI-02171-101,1,gmm_2d,shape_post_filter,0.5255652568220824,small,164,27694,True,,0.0,0.0,1.0,316.0,False
BraTS-GLI-02171-101,1,variational_spline,shape_post_filter,0.5255652568220824,small,164,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02181-102,3,otsu_T1c,shape_post_filter,0.5309848428280338,small,1816,0,False,,0.0,0.0,6.0,0.0,False
BraTS-GLI-02181-102,3,gmm_T1c,shape_post_filter,0.5309848428280338,small,1816,0,False,,0.0,0.0,6.0,0.0,False
BraTS-GLI-02181-102,3,sustraccion,shape_post_filter,0.5309848428280338,small,1816,5285,False,,0.0048621711321175,3.0,3.0,95.0,True
BraTS-GLI-02181-102,3,gmm_2d,shape_post_filter,0.5309848428280338,small,1816,35358,True,,0.0,0.0,6.0,224.0,False
BraTS-GLI-02181-102,3,variational_spline,shape_post_filter,0.5309848428280338,small,1816,0,False,,0.0,0.0,6.0,0.0,False
BraTS-GLI-02184-101,3,otsu_T1c,shape_post_filter,0.5309848428280338,small,101,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02184-101,3,gmm_T1c,shape_post_filter,0.5309848428280338,small,101,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02184-101,3,sustraccion,shape_post_filter,0.5309848428280338,small,101,8935,False,,0.0045873248018324,2.0,1.0,115.0,True
BraTS-GLI-02184-101,3,gmm_2d,shape_post_filter,0.5309848428280338,small,101,12727,True,,0.0003463903267402,1.0,2.0,95.0,True
BraTS-GLI-02184-101,3,variational_spline,shape_post_filter,0.5309848428280338,small,101,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02185-100,4,otsu_T1c,shape_post_filter,0.5518172876195343,medium,10020,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02185-100,4,gmm_T1c,shape_post_filter,0.5518172876195343,medium,10020,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02185-100,4,sustraccion,shape_post_filter,0.5518172876195343,medium,10020,6547,False,,0.0105688702315092,3.0,0.0,110.0,True
BraTS-GLI-02185-100,4,gmm_2d,shape_post_filter,0.5518172876195343,medium,10020,24050,True,,0.0024144360795617,2.0,1.0,231.0,True
BraTS-GLI-02185-100,4,variational_spline,shape_post_filter,0.5518172876195343,medium,10020,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02192-101,3,otsu_T1c,shape_post_filter,0.5309848428280338,medium,4984,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02192-101,3,gmm_T1c,shape_post_filter,0.5309848428280338,medium,4984,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02192-101,3,sustraccion,shape_post_filter,0.5309848428280338,medium,4984,10895,True,,2.149786269001197e-05,1.0,1.0,185.0,True
BraTS-GLI-02192-101,3,gmm_2d,shape_post_filter,0.5309848428280338,medium,4984,13964,True,,0.0,0.0,2.0,134.0,False
BraTS-GLI-02192-101,3,variational_spline,shape_post_filter,0.5309848428280338,medium,4984,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02194-101,2,otsu_T1c,shape_post_filter,0.5396369041183476,medium,3716,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02194-101,2,gmm_T1c,shape_post_filter,0.5396369041183476,medium,3716,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02194-101,2,sustraccion,shape_post_filter,0.5396369041183476,medium,3716,10425,True,,0.0031427843496203,1.0,1.0,191.0,True
BraTS-GLI-02194-101,2,gmm_2d,shape_post_filter,0.5396369041183476,medium,3716,14533,True,,0.0058288089931011,1.0,1.0,122.0,True
BraTS-GLI-02194-101,2,variational_spline,shape_post_filter,0.5396369041183476,medium,3716,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02196-100,4,otsu_T1c,shape_post_filter,0.5518172876195343,large,46257,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02196-100,4,gmm_T1c,shape_post_filter,0.5518172876195343,large,46257,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02196-100,4,sustraccion,shape_post_filter,0.5518172876195343,large,46257,9075,False,,0.0072172386571764,2.0,1.0,104.0,True
BraTS-GLI-02196-100,4,gmm_2d,shape_post_filter,0.5518172876195343,large,46257,8811,False,,0.0049556600861251,1.0,2.0,105.0,True
BraTS-GLI-02196-100,4,variational_spline,shape_post_filter,0.5518172876195343,large,46257,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02198-101,0,otsu_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02198-101,0,gmm_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02198-101,0,sustraccion,shape_post_filter,0.5530794707693413,absent,0,9711,False,0.0,,,,,
BraTS-GLI-02198-101,0,gmm_2d,shape_post_filter,0.5530794707693413,absent,0,13157,True,0.0,,,,,
BraTS-GLI-02198-101,0,variational_spline,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02205-100,1,otsu_T1c,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02205-100,1,gmm_T1c,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02205-100,1,sustraccion,shape_post_filter,0.5255652568220824,absent,0,50019,True,0.0,,,,,
BraTS-GLI-02205-100,1,gmm_2d,shape_post_filter,0.5255652568220824,absent,0,4873,False,0.0,,,,,
BraTS-GLI-02205-100,1,variational_spline,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02206-104,4,otsu_T1c,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02206-104,4,gmm_T1c,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02206-104,4,sustraccion,shape_post_filter,0.5518172876195343,absent,0,7026,False,0.0,,,,,
BraTS-GLI-02206-104,4,gmm_2d,shape_post_filter,0.5518172876195343,absent,0,9749,False,0.0,,,,,
BraTS-GLI-02206-104,4,variational_spline,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02208-100,0,otsu_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02208-100,0,gmm_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02208-100,0,sustraccion,shape_post_filter,0.5530794707693413,absent,0,8282,False,0.0,,,,,
BraTS-GLI-02208-100,0,gmm_2d,shape_post_filter,0.5530794707693413,absent,0,21418,True,0.0,,,,,
BraTS-GLI-02208-100,0,variational_spline,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02216-100,1,otsu_T1c,shape_post_filter,0.5255652568220824,medium,4202,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02216-100,1,gmm_T1c,shape_post_filter,0.5255652568220824,medium,4202,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02216-100,1,sustraccion,shape_post_filter,0.5255652568220824,medium,4202,6566,False,,0.0012797781964764,1.0,1.0,108.0,True
BraTS-GLI-02216-100,1,gmm_2d,shape_post_filter,0.5255652568220824,medium,4202,15237,True,,0.0008987226174212,1.0,1.0,98.0,True
BraTS-GLI-02216-100,1,variational_spline,shape_post_filter,0.5255652568220824,medium,4202,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02217-100,4,otsu_T1c,shape_post_filter,0.5518172876195343,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02217-100,4,gmm_T1c,shape_post_filter,0.5518172876195343,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02217-100,4,sustraccion,shape_post_filter,0.5518172876195343,small,2,7860,False,,,0.0,0.0,169.0,False
BraTS-GLI-02217-100,4,gmm_2d,shape_post_filter,0.5518172876195343,small,2,12721,True,,,0.0,0.0,118.0,False
BraTS-GLI-02217-100,4,variational_spline,shape_post_filter,0.5518172876195343,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02220-102,2,otsu_T1c,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02220-102,2,gmm_T1c,shape_post_filter,0.5396369041183476,absent,0,1046839,True,0.0,,,,,
BraTS-GLI-02220-102,2,sustraccion,shape_post_filter,0.5396369041183476,absent,0,13777,True,0.0,,,,,
BraTS-GLI-02220-102,2,gmm_2d,shape_post_filter,0.5396369041183476,absent,0,17612,True,0.0,,,,,
BraTS-GLI-02220-102,2,variational_spline,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02221-100,2,otsu_T1c,shape_post_filter,0.5396369041183476,medium,6451,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02221-100,2,gmm_T1c,shape_post_filter,0.5396369041183476,medium,6451,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02221-100,2,sustraccion,shape_post_filter,0.5396369041183476,medium,6451,12741,True,,0.0085916649550199,2.0,0.0,165.0,True
BraTS-GLI-02221-100,2,gmm_2d,shape_post_filter,0.5396369041183476,medium,6451,17678,True,,0.0127903977409005,2.0,0.0,118.0,True
BraTS-GLI-02221-100,2,variational_spline,shape_post_filter,0.5396369041183476,medium,6451,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02227-100,1,otsu_T1c,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02227-100,1,gmm_T1c,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02227-100,1,sustraccion,shape_post_filter,0.5255652568220824,absent,0,12172,True,0.0,,,,,
BraTS-GLI-02227-100,1,gmm_2d,shape_post_filter,0.5255652568220824,absent,0,15170,True,0.0,,,,,
BraTS-GLI-02227-100,1,variational_spline,shape_post_filter,0.5255652568220824,absent,0,0,False,1.0,,,,,
BraTS-GLI-02229-100,4,otsu_T1c,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02229-100,4,gmm_T1c,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02229-100,4,sustraccion,shape_post_filter,0.5518172876195343,absent,0,6351,False,0.0,,,,,
BraTS-GLI-02229-100,4,gmm_2d,shape_post_filter,0.5518172876195343,absent,0,11508,True,0.0,,,,,
BraTS-GLI-02229-100,4,variational_spline,shape_post_filter,0.5518172876195343,absent,0,0,False,1.0,,,,,
BraTS-GLI-02230-100,2,otsu_T1c,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02230-100,2,gmm_T1c,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02230-100,2,sustraccion,shape_post_filter,0.5396369041183476,absent,0,9070,False,0.0,,,,,
BraTS-GLI-02230-100,2,gmm_2d,shape_post_filter,0.5396369041183476,absent,0,11538,True,0.0,,,,,
BraTS-GLI-02230-100,2,variational_spline,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02238-102,4,otsu_T1c,shape_post_filter,0.5518172876195343,small,26,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02238-102,4,gmm_T1c,shape_post_filter,0.5518172876195343,small,26,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02238-102,4,sustraccion,shape_post_filter,0.5518172876195343,small,26,11321,True,,0.0,0.0,1.0,178.0,False
BraTS-GLI-02238-102,4,gmm_2d,shape_post_filter,0.5518172876195343,small,26,17553,True,,0.004629629664123,1.0,0.0,161.0,True
BraTS-GLI-02238-102,4,variational_spline,shape_post_filter,0.5518172876195343,small,26,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02243-101,0,otsu_T1c,shape_post_filter,0.5530794707693413,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02243-101,0,gmm_T1c,shape_post_filter,0.5530794707693413,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02243-101,0,sustraccion,shape_post_filter,0.5530794707693413,small,2,10934,True,,,0.0,0.0,212.0,False
BraTS-GLI-02243-101,0,gmm_2d,shape_post_filter,0.5530794707693413,small,2,13360,True,,,0.0,0.0,156.0,False
BraTS-GLI-02243-101,0,variational_spline,shape_post_filter,0.5530794707693413,small,2,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02245-100,2,otsu_T1c,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02245-100,2,gmm_T1c,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02245-100,2,sustraccion,shape_post_filter,0.5396369041183476,absent,0,6244,False,0.0,,,,,
BraTS-GLI-02245-100,2,gmm_2d,shape_post_filter,0.5396369041183476,absent,0,13793,True,0.0,,,,,
BraTS-GLI-02245-100,2,variational_spline,shape_post_filter,0.5396369041183476,absent,0,0,False,1.0,,,,,
BraTS-GLI-02245-103,2,otsu_T1c,shape_post_filter,0.5396369041183476,small,1089,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02245-103,2,gmm_T1c,shape_post_filter,0.5396369041183476,small,1089,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02245-103,2,sustraccion,shape_post_filter,0.5396369041183476,small,1089,9771,False,,0.0048698871396481,2.0,1.0,201.0,True
BraTS-GLI-02245-103,2,gmm_2d,shape_post_filter,0.5396369041183476,small,1089,16126,True,,0.0083110621199011,2.0,1.0,168.0,True
BraTS-GLI-02245-103,2,variational_spline,shape_post_filter,0.5396369041183476,small,1089,0,False,,0.0,0.0,3.0,0.0,False
BraTS-GLI-02247-100,2,otsu_T1c,shape_post_filter,0.5396369041183476,small,8,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02247-100,2,gmm_T1c,shape_post_filter,0.5396369041183476,small,8,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02247-100,2,sustraccion,shape_post_filter,0.5396369041183476,small,8,9981,False,,,0.0,0.0,78.0,False
BraTS-GLI-02247-100,2,gmm_2d,shape_post_filter,0.5396369041183476,small,8,215,False,,,0.0,0.0,7.0,False
BraTS-GLI-02247-100,2,variational_spline,shape_post_filter,0.5396369041183476,small,8,0,False,,,0.0,0.0,0.0,False
BraTS-GLI-02247-103,2,otsu_T1c,shape_post_filter,0.5396369041183476,small,18,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02247-103,2,gmm_T1c,shape_post_filter,0.5396369041183476,small,18,1249231,True,,0.0,0.0,1.0,1.0,False
BraTS-GLI-02247-103,2,sustraccion,shape_post_filter,0.5396369041183476,small,18,9028,False,,0.0,0.0,1.0,194.0,False
BraTS-GLI-02247-103,2,gmm_2d,shape_post_filter,0.5396369041183476,small,18,12622,True,,0.0,0.0,1.0,138.0,False
BraTS-GLI-02247-103,2,variational_spline,shape_post_filter,0.5396369041183476,small,18,0,False,,0.0,0.0,1.0,0.0,False
BraTS-GLI-02248-102,0,otsu_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02248-102,0,sustraccion,shape_post_filter,0.5530794707693413,absent,0,13279,True,0.0,,,,,
BraTS-GLI-02248-102,0,gmm_2d,shape_post_filter,0.5530794707693413,absent,0,18329,True,0.0,,,,,
BraTS-GLI-02248-102,0,variational_spline,shape_post_filter,0.5530794707693413,absent,0,0,False,1.0,,,,,
BraTS-GLI-02285-100,0,otsu_T1c,shape_post_filter,0.5530794707693413,medium,8920,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02285-100,0,gmm_T1c,shape_post_filter,0.5530794707693413,medium,8920,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-02285-100,0,sustraccion,shape_post_filter,0.5530794707693413,medium,8920,8323,False,,0.006317120976746,2.0,0.0,147.0,True
