case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-00549-100,1,variational_spline,absent,1,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,variational_spline,absent,2,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,variational_spline,absent,3,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,variational_spline,absent,4,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,variational_spline,absent,5,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02061-100,1,otsu_T1c,small,0,427,0,0.0,0.0,0.0,,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,otsu_T1c,small,1,427,4347,0.0,0.0,10.18032786885246,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,otsu_T1c,small,2,427,4347,0.0,0.0,10.18032786885246,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,otsu_T1c,small,3,427,4347,0.0,0.0,10.18032786885246,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,otsu_T1c,small,4,427,4347,0.0,0.0,10.18032786885246,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,otsu_T1c,small,5,427,4347,0.0,0.0,10.18032786885246,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,0,427,0,0.0,0.0,0.0,,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,1,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,2,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,3,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,4,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_T1c,small,5,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,0,427,0,0.0,0.0,0.0,,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,1,427,65743,0.0089768777391567,0.004508675785223,153.96487119437938,,True,1,1,1.0,1.0,0.0,0.0,0.0089768776670098,0.0089768776670098,0.0089768776670098,1.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,2,427,66305,0.0089012767487861,0.0044705351095055,155.28103044496487,,True,1,2,1.0,1.0,0.0,1.0,0.0089768776670098,0.0044884388335049,0.0089768776670098,1.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,3,427,66698,0.0088491620111731,0.0044442449272759,156.20140515222482,,True,1,3,1.0,1.0,0.0,2.0,0.0089768776670098,0.0029922926332801,0.0089768776670098,1.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,4,427,67036,0.0088048263492581,0.0044218801179168,156.9929742388759,,True,1,4,1.0,1.0,0.0,3.0,0.0089768776670098,0.0022442194167524,0.0089768776670098,1.0,0.0
BraTS-GLI-02061-100,1,sustraccion,small,5,427,67143,0.0087908835281929,0.0044148469668366,157.24355971896955,,True,1,5,1.0,1.0,0.0,4.0,0.0089768776670098,0.0017953754868358,0.0089768776670098,1.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,0,427,0,0.0,0.0,0.0,,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,1,427,80588,0.0063445041041782,0.0031823472597142,188.73067915690868,,True,1,1,1.0,1.0,0.0,0.0,0.0063445041887462,0.0063445041887462,0.0063445041887462,1.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,2,427,83795,0.0061029184773574,0.0030607991424998,196.24121779859485,,True,1,2,1.0,1.0,0.0,1.0,0.0063445041887462,0.0031722520943731,0.0063445041887462,1.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,3,427,86152,0.00593677450652,0.0029772248094344,201.76112412177983,,True,1,3,1.0,1.0,0.0,2.0,0.0063445041887462,0.002114834729582,0.0063445041887462,1.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,4,427,87319,0.0058578168805415,0.0029375121443838,204.49414519906324,,True,1,4,1.0,1.0,0.0,3.0,0.0063445041887462,0.0015861260471865,0.0063445041887462,1.0,0.0
BraTS-GLI-02061-100,1,gmm_2d,small,5,427,87676,0.0064697002372223,0.0032453483340545,205.3302107728337,,True,1,5,1.0,1.0,0.0,4.0,0.0714285746216774,0.0142857152968645,0.0714285746216774,1.0,0.0
BraTS-GLI-02061-100,1,variational_spline,small,0,427,0,0.0,0.0,0.0,,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02061-100,1,variational_spline,small,1,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
