case_id,metodo,vol_bin,focality,global_dice,lesionwise_dice_mean_prefix,gt_components_prefix,pred_components_prefix,lesionwise_dice_mean_corrected,gt_components_corrected,pred_components_corrected,lesion_tp,lesion_fn,lesion_fp,lesionwise_delta
BraTS-GLI-02101-101,otsu_T1c,medium,multifocal,0.0096293772429539,0.0032125802244991,3,1,0.0048188702203333,2,1,1.0,1.0,0.0,0.0016062899958341997
BraTS-GLI-02101-101,gmm_T1c,medium,multifocal,0.0049934707441616,0.0016647512093186,3,1,0.0024971268139779,2,1,1.0,1.0,0.0,0.0008323756046593001
BraTS-GLI-02101-101,sustraccion,medium,multifocal,0.1313208035036119,0.3498275279998779,3,325,0.0059970435686409,2,175,2.0,0.0,173.0,-0.343830484431237
BraTS-GLI-02101-101,gmm_2d,medium,multifocal,0.1026684758028041,0.3202414810657501,3,125,0.00768579589203,2,125,2.0,0.0,123.0,-0.3125556851737201
BraTS-GLI-02101-101,variational_spline,medium,multifocal,0.0505991657437679,0.0169231314212083,3,1,0.0253846980631351,2,1,1.0,1.0,0.0,0.0084615666419268
BraTS-GLI-02123-101,sustraccion,small,multifocal,0.0088434558426764,0.6057815551757812,2,232,0.0086540225893259,2,140,2.0,0.0,138.0,-0.5971275325864553
BraTS-GLI-02123-101,gmm_2d,small,multifocal,0.0064334121027263,0.4555555582046509,2,118,0.0077212806791067,2,118,2.0,0.0,116.0,-0.44783427752554417
BraTS-GLI-02137-100,otsu_T1c,medium,multifocal,0.0003759869657851,3.270039815106429e-05,14,1,0.0002289027906954,2,1,1.0,1.0,0.0,0.00019620239254433572
BraTS-GLI-02137-100,gmm_T1c,medium,multifocal,0.0006107989249938,5.283178325043991e-05,14,1,0.000369822490029,2,1,1.0,1.0,0.0,0.00031699070677856006
BraTS-GLI-02137-100,sustraccion,medium,multifocal,0.0287262927336408,0.0241758022457361,14,218,0.0002366838307352,2,129,1.0,1.0,128.0,-0.0239391184150009
BraTS-GLI-02137-100,gmm_2d,medium,multifocal,0.0311564330657409,0.0045074997469782,14,125,0.000475959124742,2,125,2.0,0.0,123.0,-0.004031540622236199
BraTS-GLI-02137-100,variational_spline,medium,multifocal,0.0006107989249938,5.283178325043991e-05,14,1,0.000369822490029,2,1,1.0,1.0,0.0,0.00031699070677856006
BraTS-GLI-02139-103,sustraccion,small,multifocal,0.0379496226600019,0.1538435816764831,5,242,0.0022671427577733,2,130,1.0,1.0,129.0,-0.1515764389187098
BraTS-GLI-02139-103,gmm_2d,small,multifocal,0.0088727758431522,0.0627534836530685,5,328,0.0007512010051868,2,328,2.0,0.0,326.0,-0.0620022826478817
BraTS-GLI-02143-100,otsu_T1c,large,multifocal,0.4101201290777449,0.1367308050394058,3,1,0.2050962150096893,2,1,1.0,1.0,0.0,0.06836540997028351
BraTS-GLI-02143-100,gmm_T1c,large,multifocal,0.3955274110908117,0.1318660229444503,3,1,0.1977990269660949,2,1,1.0,1.0,0.0,0.06593300402164459
BraTS-GLI-02143-100,sustraccion,large,multifocal,0.6096981682143913,0.2098100036382675,3,114,0.0089918570592999,2,69,1.0,1.0,68.0,-0.2008181465789676
BraTS-GLI-02143-100,gmm_2d,large,multifocal,0.5295960483349633,0.2183104008436203,3,206,0.003163918852806,2,206,1.0,1.0,205.0,-0.2151464819908143
BraTS-GLI-02143-100,variational_spline,large,multifocal,0.370255123910524,0.1234438493847847,3,1,0.1851657778024673,2,1,1.0,1.0,0.0,0.06172192841768259
BraTS-GLI-02143-101,otsu_T1c,large,multifocal,0.5392426044031275,0.1348242461681366,4,1,0.2696484923362732,2,1,1.0,1.0,0.0,0.1348242461681366
BraTS-GLI-02143-101,gmm_T1c,large,multifocal,0.6171243526645164,0.1542949676513672,4,1,0.3085899353027344,2,1,1.0,1.0,0.0,0.1542949676513672
BraTS-GLI-02143-101,sustraccion,large,multifocal,0.8119874887859758,0.2112330198287964,4,146,0.0090852910652756,2,92,1.0,1.0,91.0,-0.20214772876352077
BraTS-GLI-02143-101,gmm_2d,large,multifocal,0.609297319460817,0.1700970381498336,4,198,0.0034190360456705,2,198,1.0,1.0,197.0,-0.1666780021041631
BraTS-GLI-02143-101,variational_spline,large,multifocal,0.7485054539434556,0.1871424317359924,4,1,0.3742848634719848,2,1,1.0,1.0,0.0,0.1871424317359924
BraTS-GLI-02151-100,otsu_T1c,large,multifocal,0.8212118547181426,0.1174347475171089,7,1,0.274014413356781,3,1,1.0,2.0,0.0,0.1565796658396721
BraTS-GLI-02151-100,gmm_T1c,large,multifocal,0.5656522206688891,0.0809075161814689,7,1,0.1887841969728469,3,1,1.0,2.0,0.0,0.10787668079137801
BraTS-GLI-02151-100,sustraccion,large,multifocal,0.588122824506071,0.1557307243347168,7,203,0.0087209204211831,3,124,2.0,1.0,122.0,-0.1470098039135337
BraTS-GLI-02151-100,gmm_2d,large,multifocal,0.2275847546851968,0.0852974727749824,7,361,0.0015700258081778,3,361,3.0,0.0,358.0,-0.08372744696680459
BraTS-GLI-02151-100,variational_spline,large,multifocal,0.7432533561403241,0.1062910631299018,7,1,0.2480124831199646,3,1,1.0,2.0,0.0,0.1417214199900628
BraTS-GLI-02153-101,sustraccion,small,multifocal,0.012395495424216,0.6195270419120789,3,324,0.0096801100298762,3,192,3.0,0.0,189.0,-0.6098469318822026
BraTS-GLI-02153-101,gmm_2d,small,multifocal,0.011276770098213,0.4093579947948456,3,132,0.0092336386442184,3,132,2.0,1.0,130.0,-0.4001243561506272
BraTS-GLI-02171-101,sustraccion,small,unifocal,0.0042371786590879,0.0971563979983329,1,416,0.0004261245485395,1,228,1.0,0.0,227.0,-0.09673027344979339
BraTS-GLI-02171-101,gmm_2d,small,unifocal,0.0006307357532561,0.0267976783215999,1,322,8.322260691784322e-05,1,322,1.0,0.0,321.0,-0.026714455714682058
BraTS-GLI-02181-102,sustraccion,small,multifocal,0.0141736524930141,0.0833754763007164,10,165,0.0081740664318203,6,100,4.0,2.0,96.0,-0.0752014098688961
BraTS-GLI-02181-102,gmm_2d,small,multifocal,0.006039052857082,0.0003465524932835,10,227,1.4937607375031804e-05,6,227,1.0,5.0,226.0,-0.0003316148859084682
BraTS-GLI-02184-101,sustraccion,small,multifocal,0.0008284241531664,0.1804347783327102,3,209,0.0045487759634852,3,118,2.0,1.0,116.0,-0.175886002369225
BraTS-GLI-02184-101,gmm_2d,small,multifocal,0.0012642772404118,0.0113154174759984,3,97,0.0003428914351388,3,97,1.0,2.0,96.0,-0.0109725260408596
BraTS-GLI-02185-100,otsu_T1c,medium,multifocal,0.0827716816131008,0.0119308903813362,7,1,0.0278387442231178,3,1,1.0,2.0,0.0,0.015907853841781602
BraTS-GLI-02185-100,gmm_T1c,medium,multifocal,0.0909662638695476,0.0130776045843958,7,1,0.0305144116282463,3,1,1.0,2.0,0.0,0.017436807043850498
BraTS-GLI-02185-100,sustraccion,medium,multifocal,0.0766597059540593,0.1706228554248809,7,193,0.0104761607944965,3,114,3.0,0.0,111.0,-0.1601466946303844
BraTS-GLI-02185-100,gmm_2d,medium,multifocal,0.0784903869569832,0.0886883586645126,7,236,0.0026194872334599,3,236,2.0,1.0,234.0,-0.08606887143105271
BraTS-GLI-02185-100,variational_spline,medium,multifocal,0.0904879694175848,0.0130088040605187,7,1,0.0303538758307695,3,1,1.0,2.0,0.0,0.0173450717702508
BraTS-GLI-02192-101,sustraccion,medium,multifocal,0.0857676282416156,0.0512412339448928,2,348,0.0005422352696768,2,188,1.0,1.0,187.0,-0.050698998675216
BraTS-GLI-02192-101,gmm_2d,medium,multifocal,0.080068375446668,0.0479002632200717,2,136,0.0006992738926783,2,136,1.0,1.0,135.0,-0.0472009893273934
BraTS-GLI-02194-101,sustraccion,medium,multifocal,0.0691690220463538,0.343091070652008,2,309,0.0035370213445276,2,194,2.0,0.0,192.0,-0.3395540493074804
BraTS-GLI-02194-101,gmm_2d,medium,multifocal,0.0884687996199192,0.4143953621387481,2,124,0.0066837961785495,2,124,2.0,0.0,122.0,-0.40771156596019864
BraTS-GLI-02196-100,otsu_T1c,large,multifocal,0.0580607823815556,0.006482733413577,9,1,0.0194482002407312,3,1,1.0,2.0,0.0,0.012965466827154201
BraTS-GLI-02196-100,gmm_T1c,large,multifocal,0.0572667158810686,0.0063942028209567,9,1,0.0191826093941926,3,1,1.0,2.0,0.0,0.012788406573235898
BraTS-GLI-02196-100,sustraccion,large,multifocal,0.4251235572974453,0.1342169195413589,9,194,0.0111847436055541,3,107,2.0,1.0,105.0,-0.12303217593580479
BraTS-GLI-02196-100,gmm_2d,large,multifocal,0.3312609091892058,0.0973535180091857,9,107,0.0081127928569912,3,107,2.0,1.0,105.0,-0.0892407251521945
BraTS-GLI-02196-100,variational_spline,large,multifocal,0.0572667158810686,0.0063942028209567,9,1,0.0191826093941926,3,1,1.0,2.0,0.0,0.012788406573235898
BraTS-GLI-02216-100,sustraccion,medium,multifocal,0.0385480707917754,0.151032954454422,2,171,0.0012569250538945,2,111,1.0,1.0,110.0,-0.1497760294005275
BraTS-GLI-02216-100,gmm_2d,medium,multifocal,0.0381046234704771,0.0449361316859722,2,100,0.0008898244122974,2,100,1.0,1.0,99.0,-0.0440463072736748
BraTS-GLI-02221-100,sustraccion,medium,multifocal,0.0875235882360492,0.7174040079116821,2,264,0.0085405241698026,2,168,2.0,0.0,166.0,-0.7088634837418796
BraTS-GLI-02221-100,gmm_2d,medium,multifocal,0.1261604833808054,0.7674238681793213,2,121,0.012684691697359,2,121,2.0,0.0,119.0,-0.7547391764819623
BraTS-GLI-02238-102,gmm_2d,small,unifocal,0.0002852168539392,0.75,1,163,0.004601227119565,1,163,1.0,0.0,162.0,-0.745398772880435
BraTS-GLI-02245-103,gmm_T1c,small,multifocal,0.0445512404208338,0.0113772060722112,4,1,0.0151696084067225,3,1,1.0,2.0,0.0,0.003792402334511301
BraTS-GLI-02245-103,sustraccion,small,multifocal,0.0212780105060176,0.253548264503479,4,355,0.0049715344794094,3,204,3.0,0.0,201.0,-0.2485767300240696
BraTS-GLI-02245-103,gmm_2d,small,multifocal,0.0177709331902891,0.3590655922889709,4,171,0.0083991950377821,3,171,3.0,0.0,168.0,-0.3506663972511888
BraTS-GLI-02245-103,variational_spline,small,multifocal,0.0445425621712875,0.0113749420270323,4,1,0.0151665890589356,3,1,1.0,2.0,0.0,0.0037916470319033
BraTS-GLI-02285-100,sustraccion,medium,multifocal,0.1604667794262881,0.5582062602043152,2,264,0.0074427500367164,2,150,2.0,0.0,148.0,-0.5507635101675988
BraTS-GLI-02285-100,gmm_2d,medium,multifocal,0.0346989595770083,0.0266279317438602,2,438,0.0001213117648148,2,438,1.0,1.0,437.0,-0.0265066199790454
BraTS-GLI-02300-101,sustraccion,large,unifocal,0.2477418799186108,0.1322837918996811,2,236,0.0019743849989026,1,134,1.0,0.0,133.0,-0.1303094069007785
BraTS-GLI-02300-101,gmm_2d,large,unifocal,0.0216032969954799,0.0598093569278717,2,294,0.0004068663693033,1,294,1.0,0.0,293.0,-0.059402490558568395
BraTS-GLI-02306-100,sustraccion,large,unifocal,0.4530031070478574,0.4864034652709961,1,265,0.0033778017386794,1,144,1.0,0.0,143.0,-0.4830256635323167
BraTS-GLI-02306-100,gmm_2d,large,unifocal,0.0271823340111459,0.0263790395110845,1,276,9.557622979627922e-05,1,276,1.0,0.0,275.0,-0.026283463281288222
BraTS-GLI-02307-101,gmm_T1c,medium,multifocal,0.0010769532014881,0.0001113970283768,12,1,0.0001909663260448,7,1,1.0,6.0,0.0,7.9569297668e-05
BraTS-GLI-02307-101,sustraccion,medium,multifocal,0.122546017794748,0.2984838783740997,12,232,0.0210857819765806,7,142,5.0,2.0,137.0,-0.27739809639751906
BraTS-GLI-02307-101,gmm_2d,medium,multifocal,0.0718469814704124,0.0089565329253673,12,184,0.0002957702381536,7,184,1.0,6.0,183.0,-0.0086607626872137
BraTS-GLI-02307-101,variational_spline,medium,multifocal,0.0010769532014881,0.0001113970283768,12,1,0.0001909663260448,7,1,1.0,6.0,0.0,7.9569297668e-05
BraTS-GLI-02344-100,sustraccion,medium,unifocal,0.1351396511612961,0.1458697468042373,1,200,0.0014025936834514,1,104,1.0,0.0,103.0,-0.14446715312078592
BraTS-GLI-02344-100,gmm_2d,medium,unifocal,0.1438515081206496,0.3616118729114532,1,237,0.0015257884515449,1,237,1.0,0.0,236.0,-0.3600860844599083
BraTS-GLI-02382-100,sustraccion,large,multifocal,0.3655693692949486,0.7478737831115723,3,215,0.0172586254775524,3,130,3.0,0.0,127.0,-0.7306151576340199
BraTS-GLI-02382-100,gmm_2d,large,multifocal,0.0254253210957136,0.0090965321287512,3,254,0.0001065999822458,3,254,1.0,2.0,253.0,-0.0089899321465054
BraTS-GLI-02498-101,otsu_T1c,small,multifocal,0.0009015605583951,4.789324884768576e-05,13,1,0.0001556530623929,4,1,1.0,3.0,0.0,0.00010775981354521424
BraTS-GLI-02498-101,gmm_T1c,small,multifocal,0.0001054276121027,4.349951723270351e-06,13,1,1.4137342986941803e-05,4,1,1.0,3.0,0.0,9.787391263671452e-06
BraTS-GLI-02498-101,sustraccion,small,multifocal,0.0028382068669264,0.0806911885738372,13,242,0.0070876255631446,4,148,4.0,0.0,144.0,-0.0736035630106926
BraTS-GLI-02498-101,gmm_2d,small,multifocal,0.0041146406159021,0.04880902916193,13,125,0.0044340728782117,4,125,3.0,1.0,122.0,-0.0443749562837183
BraTS-GLI-02498-101,variational_spline,small,multifocal,0.0019865160157786,9.922739991452544e-05,13,1,0.0003224890388082,4,1,1.0,3.0,0.0,0.00022326163889367455
BraTS-GLI-02549-102,sustraccion,medium,unifocal,0.113544847117129,0.1348822563886642,1,274,0.0008028705487959,1,168,1.0,0.0,167.0,-0.13407938583986828
BraTS-GLI-02549-102,gmm_2d,medium,unifocal,0.1080984167264301,0.1285444796085357,1,100,0.0012854448286816,1,100,1.0,0.0,99.0,-0.12725903477985412
BraTS-GLI-02553-101,otsu_T1c,large,multifocal,0.0762729549248747,0.0122656635940074,6,1,0.0367969907820224,2,1,1.0,1.0,0.0,0.024531327188014998
BraTS-GLI-02553-101,gmm_T1c,large,multifocal,0.1346616613726056,0.0220084860920906,6,1,0.0660254582762718,2,1,1.0,1.0,0.0,0.044016972184181206
BraTS-GLI-02553-101,sustraccion,large,multifocal,0.3577745282361952,0.0685133337974548,6,147,0.0046713636256754,2,87,1.0,1.0,86.0,-0.06384197017177941
BraTS-GLI-02553-101,gmm_2d,large,multifocal,0.2453178792747303,0.0475364960730075,6,91,0.0031002063769847,2,91,1.0,1.0,90.0,-0.0444362896960228
BraTS-GLI-02553-101,variational_spline,large,multifocal,0.1346422212598046,0.0220053028315305,6,1,0.0660159066319465,2,1,1.0,1.0,0.0,0.04401060380041599
BraTS-GLI-02558-101,otsu_T1c,medium,multifocal,0.0168035102882026,0.0007347267237491,14,1,0.0014694534474983,7,1,1.0,6.0,0.0,0.0007347267237492
BraTS-GLI-02558-101,gmm_T1c,medium,multifocal,0.0909994478188846,0.007953668013215,14,1,0.0159073360264301,7,1,1.0,6.0,0.0,0.007953668013215098
BraTS-GLI-02558-101,sustraccion,medium,multifocal,0.0915402417073797,0.0996938422322273,14,277,0.0055289966985583,7,181,4.0,3.0,177.0,-0.094164845533669
BraTS-GLI-02558-101,gmm_2d,medium,multifocal,0.0791478836717596,0.078937292098999,14,189,0.0057558440603315,7,189,4.0,3.0,185.0,-0.0731814480386675
BraTS-GLI-02558-101,variational_spline,medium,multifocal,0.0909994478188846,0.007953668013215,14,1,0.0159073360264301,7,1,1.0,6.0,0.0,0.007953668013215098
BraTS-GLI-02561-101,sustraccion,small,unifocal,0.0098874026553793,0.01157165504992,1,174,0.0001081463124137,1,107,1.0,0.0,106.0,-0.0114635087375063
BraTS-GLI-02561-101,gmm_2d,small,unifocal,0.0074652951163487,0.0089805973693728,1,63,0.0001425491645932,1,63,1.0,0.0,62.0,-0.008838048204779599
BraTS-GLI-02699-100,gmm_T1c,large,multifocal,0.2530574712643678,0.0425854586064815,6,1,0.0638781860470771,4,1,1.0,3.0,0.0,0.0212927274405956
BraTS-GLI-02699-100,sustraccion,large,multifocal,0.1970388909655295,0.3487269580364227,6,226,0.01234723161906,4,156,3.0,1.0,153.0,-0.3363797264173627
BraTS-GLI-02699-100,gmm_2d,large,multifocal,0.209606268598687,0.3384046554565429,6,176,0.0114632090553641,4,176,4.0,0.0,172.0,-0.32694144640117884
BraTS-GLI-02699-100,variational_spline,large,multifocal,0.2530458369730127,0.042583480477333,6,1,0.0638752207159996,4,1,1.0,3.0,0.0,0.021291740238666604
BraTS-GLI-02744-100,sustraccion,small,unifocal,0.0011464729421361,0.0013053191360086,1,231,8.476098628307227e-06,1,154,1.0,0.0,153.0,-0.0012968430373802929
BraTS-GLI-02744-100,gmm_2d,small,unifocal,0.0004374548874647,0.0005119213601574,1,124,4.128397904423764e-06,1,124,1.0,0.0,123.0,-0.0005077929622529763
BraTS-GLI-02744-101,sustraccion,small,unifocal,0.0002265582962816,0.0007453300640918,1,337,3.1716172088636085e-06,1,235,1.0,0.0,234.0,-0.0007421584468829364
BraTS-GLI-02744-101,gmm_2d,small,unifocal,6.394553807710848e-05,0.2626262605190277,1,87,0.0030186926014721,1,87,1.0,0.0,86.0,-0.2596075679175556
BraTS-GLI-02746-100,sustraccion,small,unifocal,0.0020520071734032,0.0022455160506069,1,276,1.3287077308632432e-05,1,169,1.0,0.0,168.0,-0.0022322289732982677
BraTS-GLI-02746-100,gmm_2d,small,unifocal,0.0013138518303598,0.0014269576640799,1,134,1.0648937859514264e-05,1,134,1.0,0.0,133.0,-0.0014163087262203857
BraTS-GLI-02753-100,otsu_T1c,medium,multifocal,0.0020380434782608,0.0003193131124135,7,1,0.0004470383864827,5,1,1.0,4.0,0.0,0.00012772527406919998
BraTS-GLI-02753-100,gmm_T1c,medium,multifocal,0.0020902686382286,0.0003283093974459,7,1,0.0004596331564243,5,1,1.0,4.0,0.0,0.00013132375897839996
BraTS-GLI-02753-100,sustraccion,medium,multifocal,0.0288603212022985,0.2403394430875778,7,346,0.0043492680415511,5,262,4.0,1.0,258.0,-0.23599017504602668
BraTS-GLI-02753-100,gmm_2d,medium,multifocal,0.0149433033490579,0.0012096065329387,7,50,0.0001568008447065,5,50,1.0,4.0,49.0,-0.0010528056882322
BraTS-GLI-02753-100,variational_spline,medium,multifocal,0.0020966802562609,0.000329416943714,7,1,0.0004611837211996,5,1,1.0,4.0,0.0,0.0001317667774856
BraTS-GLI-02755-101,sustraccion,small,multifocal,0.0082912377176716,0.1415185928344726,3,326,0.002482782350853,3,170,2.0,1.0,168.0,-0.1390358104836196
BraTS-GLI-02755-101,gmm_2d,small,multifocal,0.0081495771956078,0.1815972924232483,3,205,0.002657521283254,3,205,3.0,0.0,202.0,-0.1789397711399943
BraTS-GLI-02761-101,sustraccion,medium,unifocal,0.0780251694094869,0.0985571071505546,1,227,0.0007355008274316,1,134,1.0,0.0,133.0,-0.097821606323123
BraTS-GLI-02761-101,gmm_2d,medium,unifocal,0.0174583380569096,0.1807261854410171,1,229,0.0007891973364166,1,229,1.0,0.0,228.0,-0.1799369881046005
BraTS-GLI-02799-100,sustraccion,small,multifocal,0.0018750799039731,0.1313233971595764,4,227,0.0028670367319136,3,149,2.0,1.0,147.0,-0.12845636042766279
BraTS-GLI-02799-100,gmm_2d,small,multifocal,0.0020996373353693,0.1620120555162429,4,106,0.0060565252788364,3,106,2.0,1.0,104.0,-0.1559555302374065
BraTS-GLI-02801-100,otsu_T1c,large,multifocal,0.4196682464454976,0.1463167816400528,3,1,0.2194751650094986,2,1,1.0,1.0,0.0,0.0731583833694458
BraTS-GLI-02801-100,gmm_T1c,large,multifocal,0.4239769264257727,0.1472681313753128,3,1,0.2209022045135498,2,1,1.0,1.0,0.0,0.073634073138237
BraTS-GLI-02801-100,sustraccion,large,multifocal,0.1875565366772617,0.3758481740951538,3,251,0.007136357948184,2,158,2.0,0.0,156.0,-0.3687118161469698
BraTS-GLI-02801-100,gmm_2d,large,multifocal,0.2003166259836072,0.3640201389789581,3,114,0.0095794778317213,2,114,2.0,0.0,112.0,-0.35444066114723677
BraTS-GLI-02801-100,variational_spline,large,multifocal,0.4247498912570683,0.1475312262773513,3,1,0.2212968468666076,2,1,1.0,1.0,0.0,0.07376562058925631
BraTS-GLI-02801-101,otsu_T1c,large,multifocal,0.3596713739446485,0.1265704780817031,3,1,0.1898557096719741,2,1,1.0,1.0,0.0,0.063285231590271
BraTS-GLI-02801-101,gmm_T1c,large,multifocal,0.403917847217515,0.141315683722496,3,1,0.2119735330343246,2,1,1.0,1.0,0.0,0.07065784931182859
BraTS-GLI-02801-101,sustraccion,large,multifocal,0.1949895199121668,0.3812620639801025,3,304,0.0066499197855591,2,172,2.0,0.0,170.0,-0.37461214419454336
BraTS-GLI-02801-101,gmm_2d,large,multifocal,0.1656358341422826,0.3642049729824066,3,241,0.0045336717739701,2,241,2.0,0.0,239.0,-0.3596713012084365
BraTS-GLI-02801-101,variational_spline,large,multifocal,0.4041204974416319,0.141385406255722,3,1,0.212078109383583,2,1,1.0,1.0,0.0,0.07069270312786102
BraTS-GLI-02808-100,sustraccion,small,unifocal,0.0045032970567737,0.2839756608009338,1,181,0.0023276694118976,1,122,1.0,0.0,121.0,-0.2816479913890362
BraTS-GLI-02808-100,gmm_2d,small,unifocal,0.0108626198083067,0.5739491581916809,1,112,0.0051245461218059,1,112,1.0,0.0,111.0,-0.568824612069875
BraTS-GLI-02817-101,gmm_2d,medium,multifocal,0.0679248709760416,0.4534606039524078,2,133,0.0068189562298357,2,133,2.0,0.0,131.0,-0.4466416477225721
BraTS-GLI-02833-101,sustraccion,small,unifocal,0.0022965843723933,0.0026679083239287,1,301,1.5601803170284256e-05,1,171,1.0,0.0,170.0,-0.0026523065207584157
BraTS-GLI-02833-101,gmm_2d,small,unifocal,0.0028745717389487,0.0032698377035558,1,126,2.5951092538889498e-05,1,126,1.0,0.0,125.0,-0.0032438866110169103
BraTS-GLI-02905-100,sustraccion,small,multifocal,0.0236366626723996,0.7078409790992737,2,214,0.0090170828625559,2,157,2.0,0.0,155.0,-0.6988238962367178
BraTS-GLI-02905-100,gmm_2d,small,multifocal,0.0150924124085341,0.1489899009466171,2,160,0.0018508061766624,2,160,1.0,1.0,159.0,-0.1471390947699547
BraTS-GLI-02917-101,sustraccion,medium,multifocal,0.0984945547725816,0.5347175598144531,4,276,0.0133679388090968,4,159,3.0,1.0,156.0,-0.5213496210053563
BraTS-GLI-02917-101,gmm_2d,medium,multifocal,0.0880460063083442,0.2104207426309585,4,209,0.0040080142207443,4,209,3.0,1.0,206.0,-0.2064127284102142
BraTS-GLI-02947-100,sustraccion,small,multifocal,0.0054466875851044,0.312985360622406,4,226,0.0083462763577699,4,148,2.0,2.0,146.0,-0.3046390842646361
BraTS-GLI-02947-100,gmm_2d,small,multifocal,0.0075867653094047,0.3682795763015747,4,116,0.0124840531498193,4,116,2.0,2.0,114.0,-0.3557955231517554
BraTS-GLI-02983-101,sustraccion,small,multifocal,0.0439719945355191,0.4040793478488922,2,222,0.0058989687822759,2,137,2.0,0.0,135.0,-0.3981803790666163
BraTS-GLI-02983-101,gmm_2d,small,multifocal,0.0748101621824318,0.6168414354324341,2,216,0.0057114949449896,2,216,2.0,0.0,214.0,-0.6111299404874445
BraTS-GLI-02996-101,sustraccion,large,multifocal,0.2466452274203266,0.0412597507238388,6,285,0.0015187638346105,2,162,1.0,1.0,161.0,-0.0397409868892283
BraTS-GLI-02996-101,gmm_2d,large,multifocal,0.2032077234506384,0.0375250540673732,6,127,0.0017589868512004,2,127,1.0,1.0,126.0,-0.0357660672161728
BraTS-GLI-03009-100,otsu_T1c,large,multifocal,0.238827705470101,0.039934255182743,6,1,0.0479211062192916,5,1,1.0,4.0,0.0,0.007986851036548594
BraTS-GLI-03009-100,gmm_T1c,large,multifocal,0.292125966996121,0.0488020963966846,6,1,0.0585625171661376,5,1,1.0,4.0,0.0,0.009760420769453
BraTS-GLI-03009-100,sustraccion,large,multifocal,0.1836991016385269,0.0327911488711833,6,200,0.0015995681751519,5,119,1.0,4.0,118.0,-0.0311915806960314
BraTS-GLI-03009-100,gmm_2d,large,multifocal,0.0869901523318717,0.0160230118781328,6,186,0.0005059898248873,5,186,1.0,4.0,185.0,-0.0155170220532455
BraTS-GLI-03009-100,variational_spline,large,multifocal,0.2922814237555273,0.0488279424607753,6,1,0.0585935302078723,5,1,1.0,4.0,0.0,0.009765587747097002
BraTS-GLI-03019-101,otsu_T1c,large,multifocal,0.0007226807652808,8.269246609415859e-05,29,1,0.000114194364869,21,1,1.0,20.0,0.0,3.150189877484141e-05
BraTS-GLI-03019-101,gmm_T1c,large,multifocal,0.0038404726735598,0.0003348605532664,29,1,0.0004624264838639,21,1,1.0,20.0,0.0,0.0001275659305975
BraTS-GLI-03019-101,sustraccion,large,multifocal,0.3696522693017738,0.2286021411418914,29,261,0.0394955351948738,21,158,12.0,9.0,146.0,-0.1891066059470176
BraTS-GLI-03019-101,gmm_2d,large,multifocal,0.2501602672881266,0.0725094676017761,29,256,0.0078170057386159,21,256,8.0,13.0,248.0,-0.06469246186316019
BraTS-GLI-03019-101,variational_spline,large,multifocal,0.0038404726735598,0.0003348605532664,29,1,0.0004624264838639,21,1,1.0,20.0,0.0,0.0001275659305975
