case_id,metodo,vol_bin,focality,fold,et_present_manifest,et_mm3_manifest,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1,hd95_mm
BraTS-GLI-02061-100,gmm_T1c,small,unifocal,1.0,1,427.0,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,0.0,0.0,0.0,88.26777380333733
BraTS-GLI-02061-100,sustraccion,small,unifocal,1.0,1,427.0,427,76029,0.008056921628125982,0.004044754950885118,178.05386416861828,,True,1,370,1.0,0.050113894045352936,0.050113894045352936,1.0,0.0,103.65809182114053
BraTS-GLI-02061-100,gmm_2d,small,unifocal,1.0,1,427.0,427,99641,0.005696126633888955,0.0028561979495505246,233.3512880562061,,True,1,165,1.0,0.0714285746216774,0.0714285746216774,1.0,0.0,104.01946932619177
BraTS-GLI-02061-100,variational_spline,small,unifocal,1.0,1,427.0,427,4541,0.0,0.0,10.634660421545668,,False,1,1,0.0,0.0,0.0,0.0,0.0,88.26777380333733
BraTS-GLI-02086-100,otsu_T1c,large,multifocal,0.0,1,26344.0,26344,7548,0.4451788032574059,0.28632154243206315,0.28651685393258425,,False,2,1,1.0,0.22276028990745544,0.22276028990745544,0.5,0.5,17.72004514666935
BraTS-GLI-02086-100,gmm_T1c,large,multifocal,0.0,1,26344.0,26344,8476,0.4862148190695003,0.3211914247770821,0.32174309140601276,,False,2,1,1.0,0.2432890683412552,0.2432890683412552,0.5,0.5,17.378147196982766
BraTS-GLI-02086-100,sustraccion,large,multifocal,0.0,1,26344.0,26344,76778,0.4393242954946568,0.28149620976761525,2.914439720619496,,True,2,235,2.0,0.4535776674747467,0.4535776674747467,1.0,1.0,83.03011501858829
BraTS-GLI-02086-100,gmm_2d,large,multifocal,0.0,1,26344.0,26344,120926,0.331269097575881,0.19851558875949118,4.590267233525661,,True,2,108,2.0,0.29971081018447876,0.29971081018447876,1.0,1.0,84.90583018850944
BraTS-GLI-02086-100,variational_spline,large,multifocal,0.0,1,26344.0,26344,8555,0.4643112983180034,0.30234727768033737,0.32474187670816884,,False,2,1,1.0,0.23232874274253845,0.23232874274253845,0.5,0.5,20.049937655763422
BraTS-GLI-02093-106,otsu_T1c,small,multifocal,1.0,1,1054.0,1054,833819,0.0002898644464487413,0.0001449532316184927,791.0996204933587,,True,5,1,1.0,4.844449722440913e-05,0.0,0.2,0.0,132.04923324275686
BraTS-GLI-02093-106,gmm_T1c,small,multifocal,1.0,1,1054.0,1054,1038035,0.0,0.0,984.8529411764706,,True,5,1,0.0,0.0,0.0,0.0,0.0,129.6495275733776
BraTS-GLI-02093-106,sustraccion,small,multifocal,1.0,1,1054.0,1054,85674,0.022437966977216124,0.01134627718500379,81.28462998102466,,True,5,466,1.0,0.035741835832595825,0.0,0.2,0.2,135.71827436510083
BraTS-GLI-02093-106,gmm_2d,small,multifocal,1.0,1,1054.0,1054,98519,0.017072901288501904,0.008609949049360332,93.47153700189753,,True,5,166,3.0,0.0742216482758522,0.053139060735702515,0.6,0.2,137.18800966816437
BraTS-GLI-02093-106,variational_spline,small,multifocal,1.0,1,1054.0,1054,224020,0.009365808578511957,0.0047049370591911435,212.5426944971537,,True,5,1,1.0,0.0013400185853242874,0.0,0.2,0.0,133.34166640626628
BraTS-GLI-02101-101,otsu_T1c,medium,multifocal,1.0,1,4365.0,4365,623713,0.0096293772429539,0.004837981998355342,142.88957617411225,,True,3,1,1.0,0.0032125802244991064,0.0,0.3333333333333333,0.0,108.07867504739313
BraTS-GLI-02101-101,gmm_T1c,medium,multifocal,1.0,1,4365.0,4365,917639,0.004993470744161631,0.002502984662423263,210.2265750286369,,True,3,1,1.0,0.0016647512093186378,0.0,0.3333333333333333,0.0,108.00925886237717
BraTS-GLI-02101-101,sustraccion,medium,multifocal,1.0,1,4365.0,4365,57514,0.1313208035036119,0.07027466445274665,13.176174112256586,,True,3,325,2.0,0.34982752799987793,0.13488204777240753,0.6666666666666666,0.6666666666666666,106.66770832824712
BraTS-GLI-02101-101,gmm_2d,medium,multifocal,1.0,1,4365.0,4365,75231,0.10266847580280417,0.05411203814064362,17.23505154639175,,True,3,125,2.0,0.3202414810657501,0.10667940974235535,0.6666666666666666,0.6666666666666666,107.07007051459338
BraTS-GLI-02101-101,variational_spline,medium,multifocal,1.0,1,4365.0,4365,146428,0.050599165743767945,0.02595626556355373,33.54593356242841,,True,3,1,1.0,0.01692313142120838,0.0,0.3333333333333333,0.0,107.63805088803399
BraTS-GLI-02123-101,otsu_T1c,small,multifocal,3.0,1,507.0,507,5671,0.0,0.0,11.185404339250493,,False,2,1,0.0,0.0,0.0,0.0,0.0,75.5532923889038
BraTS-GLI-02123-101,gmm_T1c,small,multifocal,3.0,1,507.0,507,955707,0.0008972886822405863,0.0004488457132095607,1885.0236686390533,,True,2,1,1.0,0.00044867765973322093,0.00044867765973322093,0.5,0.0,73.62744053679987
BraTS-GLI-02123-101,sustraccion,small,multifocal,3.0,1,507.0,507,66209,0.00884345584267642,0.004441366435314132,130.5897435897436,,True,2,232,2.0,0.6057815551757812,0.6057815551757812,1.0,1.0,67.27555276621665
BraTS-GLI-02123-101,gmm_2d,small,multifocal,3.0,1,507.0,507,95554,0.006433412102726393,0.003227086640487927,188.46942800788955,,True,2,118,2.0,0.4555555582046509,0.4555555582046509,1.0,1.0,67.94850991743675
BraTS-GLI-02123-101,variational_spline,small,multifocal,3.0,1,507.0,507,150956,0.005281818001756204,0.002647901868756744,297.7435897435897,,True,2,1,1.0,0.0026421474758535624,0.0026421474758535624,0.5,0.0,69.41901756723442
BraTS-GLI-02137-100,otsu_T1c,medium,multifocal,0.0,1,2862.0,2862,13096,0.0003759869657851861,0.0001880288310874334,4.575821104122991,,True,14,1,1.0,3.270039815106429e-05,0.0,0.07142857142857142,0.0,88.88166253621495
BraTS-GLI-02137-100,gmm_T1c,medium,multifocal,0.0,1,2862.0,2862,13510,0.000610798924993892,0.00030549275982159224,4.720475192173305,,True,14,1,1.0,5.283178325043991e-05,0.0,0.07142857142857142,0.0,88.60586888011426
BraTS-GLI-02137-100,sustraccion,medium,multifocal,0.0,1,2862.0,2862,96211,0.02872629273364085,0.014572452636968766,33.61670160726764,,True,14,218,2.0,0.024175802245736122,0.0,0.14285714285714285,0.07142857142857142,101.36567466356647
BraTS-GLI-02137-100,gmm_2d,medium,multifocal,0.0,1,2862.0,2862,158453,0.03115643306574094,0.01582473772370625,55.364430468204056,,True,14,125,3.0,0.004507499746978283,0.0,0.21428571428571427,0.0,101.45442326483355
BraTS-GLI-02137-100,variational_spline,medium,multifocal,0.0,1,2862.0,2862,13510,0.000610798924993892,0.00030549275982159224,4.720475192173305,,True,14,1,1.0,5.283178325043991e-05,0.0,0.07142857142857142,0.0,88.60586888011426
BraTS-GLI-02139-103,otsu_T1c,small,multifocal,4.0,1,1109.0,1109,9833,0.0,0.0,8.866546438232643,,False,5,1,0.0,0.0,0.0,0.0,0.0,120.15781288251648
BraTS-GLI-02139-103,gmm_T1c,small,multifocal,4.0,1,1109.0,1109,12736,0.0,0.0,11.484220018034264,,True,5,1,0.0,0.0,0.0,0.0,0.0,119.8791057691039
BraTS-GLI-02139-103,sustraccion,small,multifocal,4.0,1,1109.0,1109,49906,0.03794962266000196,0.019341818690430994,45.00090171325518,,True,5,242,3.0,0.15384358167648315,0.2222222238779068,0.6,0.6,117.2433366976563
BraTS-GLI-02139-103,gmm_2d,small,multifocal,4.0,1,1109.0,1109,61780,0.008872775843152221,0.0044561571633924294,55.70784490532011,,True,5,328,5.0,0.06275348365306854,0.028776979073882103,1.0,0.2,116.0922046668849
BraTS-GLI-02139-103,variational_spline,small,multifocal,4.0,1,1109.0,1109,12736,0.0,0.0,11.484220018034264,,True,5,1,0.0,0.0,0.0,0.0,0.0,119.8791057691039
BraTS-GLI-02143-100,otsu_T1c,large,multifocal,3.0,1,50441.0,50441,23313,0.4101201290777449,0.2579566774688726,0.46218354116690785,,True,3,1,1.0,0.13673080503940582,0.0,0.3333333333333333,0.3333333333333333,15.0
BraTS-GLI-02143-100,gmm_T1c,large,multifocal,3.0,1,50441.0,50441,22358,0.3955274110908117,0.24651553029005857,0.44325053032255507,,True,3,1,1.0,0.13186602294445038,0.0,0.3333333333333333,0.3333333333333333,14.798648586948742
BraTS-GLI-02143-100,sustraccion,large,multifocal,3.0,1,50441.0,50441,47660,0.6096981682143913,0.4385365496004106,0.9448662794155548,,True,3,114,1.0,0.20981000363826752,0.0,0.3333333333333333,0.3333333333333333,41.98809355043403
BraTS-GLI-02143-100,gmm_2d,large,multifocal,3.0,1,50441.0,50441,70217,0.5295960483349633,0.3601704468593588,1.3920620130449437,,True,3,206,1.0,0.2183104008436203,0.0,0.3333333333333333,0.3333333333333333,65.65972848198844
BraTS-GLI-02143-100,variational_spline,large,multifocal,3.0,1,50441.0,50441,12548,0.37025512391052406,0.22718594139650872,0.2487658848952241,,True,3,1,1.0,0.1234438493847847,0.0,0.3333333333333333,0.3333333333333333,27.367864366808018
BraTS-GLI-02143-101,otsu_T1c,large,multifocal,2.0,1,96040.0,96040,42725,0.5392426044031275,0.3691527463961875,0.44486672219908374,,True,4,1,1.0,0.1348242461681366,0.0,0.25,0.25,6.4031242374328485
BraTS-GLI-02143-101,gmm_T1c,large,multifocal,2.0,1,96040.0,96040,59598,0.6171243526645164,0.44626163882022785,0.6205539358600584,,True,4,1,1.0,0.1542949676513672,0.0,0.25,0.25,11.832159566199232
BraTS-GLI-02143-101,sustraccion,large,multifocal,2.0,1,96040.0,96040,110175,0.8119874887859758,0.6834839541851371,1.1471782590587256,,True,4,146,1.0,0.2112330198287964,0.0,0.25,0.25,39.66106403010388
BraTS-GLI-02143-101,gmm_2d,large,multifocal,2.0,1,96040.0,96040,99070,0.609297319460817,0.4381219134664996,1.0315493544356518,,True,4,198,1.0,0.17009703814983368,0.0,0.25,0.25,47.391982444291145
BraTS-GLI-02143-101,variational_spline,large,multifocal,2.0,1,96040.0,96040,67053,0.7485054539434556,0.5980892655920828,0.6981778425655977,,True,4,1,1.0,0.18714243173599243,0.0,0.25,0.25,10.198039027185569
BraTS-GLI-02151-100,otsu_T1c,large,multifocal,3.0,1,39885.0,39885,28341,0.8212118547181426,0.6966577141151895,0.7105678826626551,,True,7,1,1.0,0.11743474751710892,0.0,0.14285714285714285,0.14285714285714285,2.23606797749979
BraTS-GLI-02151-100,gmm_T1c,large,multifocal,3.0,1,39885.0,39885,15909,0.5656522206688891,0.39436197330934175,0.39887175629936067,,True,7,1,1.0,0.08090751618146896,0.0,0.14285714285714285,0.14285714285714285,5.385164807134504
BraTS-GLI-02151-100,sustraccion,large,multifocal,3.0,1,39885.0,39885,82501,0.588122824506071,0.41655381552600207,2.0684718565876894,,True,7,203,2.0,0.1557307243347168,0.0,0.2857142857142857,0.2857142857142857,71.90966555338719
BraTS-GLI-02151-100,gmm_2d,large,multifocal,3.0,1,39885.0,39885,55095,0.22758475468519687,0.12840374471320629,1.3813463708160962,,True,7,361,4.0,0.08529747277498245,0.03030303120613098,0.5714285714285714,0.2857142857142857,72.2841614740048
BraTS-GLI-02151-100,variational_spline,large,multifocal,3.0,1,39885.0,39885,25592,0.7432533561403241,0.5914106552595761,0.6416447285947098,,True,7,1,1.0,0.10629106312990189,0.0,0.14285714285714285,0.14285714285714285,8.246211251235321
BraTS-GLI-02153-101,otsu_T1c,small,multifocal,1.0,1,519.0,519,689912,0.00034181547468175677,0.0001709369517885365,1329.31021194605,,True,3,1,1.0,0.00011399891809560359,0.0,0.3333333333333333,0.0,91.50409826887537
BraTS-GLI-02153-101,gmm_T1c,small,multifocal,1.0,1,519.0,519,4435,0.0,0.0,8.545279383429673,,False,3,1,0.0,0.0,0.0,0.0,0.0,84.8999411071645
BraTS-GLI-02153-101,sustraccion,small,multifocal,1.0,1,519.0,519,75315,0.01239549542421605,0.006236399341860836,145.11560693641619,,True,3,324,3.0,0.6195270419120789,0.6359649300575256,1.0,1.0,89.69949832635632
BraTS-GLI-02153-101,gmm_2d,small,multifocal,1.0,1,519.0,519,81242,0.011276770098213084,0.005670356703567036,156.53564547206165,,True,3,132,2.0,0.4093579947948456,0.5549347996711731,0.6666666666666666,0.6666666666666666,89.6108252059171
BraTS-GLI-02153-101,variational_spline,small,multifocal,1.0,1,519.0,519,4435,0.0,0.0,8.545279383429673,,False,3,1,0.0,0.0,0.0,0.0,0.0,84.8999411071645
BraTS-GLI-02171-101,otsu_T1c,small,unifocal,1.0,1,164.0,164,5967,0.0,0.0,36.38414634146341,,False,1,1,0.0,0.0,0.0,0.0,0.0,155.1136679421428
BraTS-GLI-02171-101,gmm_T1c,small,unifocal,1.0,1,164.0,164,5961,0.0,0.0,36.34756097560975,,False,1,1,0.0,0.0,0.0,0.0,0.0,155.11673021342364
BraTS-GLI-02171-101,sustraccion,small,unifocal,1.0,1,164.0,164,77246,0.004237178659087973,0.002123087279600238,471.0121951219512,,True,1,416,1.0,0.09715639799833298,0.09715639799833298,1.0,0.0,146.3114827212443
BraTS-GLI-02171-101,gmm_2d,small,unifocal,1.0,1,164.0,164,94963,0.0006307357532561734,0.000315467364901101,579.0426829268292,,True,1,322,1.0,0.02679767832159996,0.02679767832159996,1.0,0.0,142.59242613873514
BraTS-GLI-02171-101,variational_spline,small,unifocal,1.0,1,164.0,164,5963,0.0,0.0,36.359756097560975,,False,1,1,0.0,0.0,0.0,0.0,0.0,155.11737486509776
BraTS-GLI-02181-102,otsu_T1c,small,multifocal,3.0,1,1816.0,1816,18229,0.0,0.0,10.037995594713657,,True,10,1,0.0,0.0,0.0,0.0,0.0,104.92402012371326
BraTS-GLI-02181-102,gmm_T1c,small,multifocal,3.0,1,1816.0,1816,18796,0.0,0.0,10.35022026431718,,True,10,1,0.0,0.0,0.0,0.0,0.0,104.93021488034071
BraTS-GLI-02181-102,sustraccion,small,multifocal,3.0,1,1816.0,1816,116996,0.014173652493014173,0.007137407815546325,64.4251101321586,,True,10,165,4.0,0.0833754763007164,0.0,0.4,0.4,98.61237233939737
BraTS-GLI-02181-102,gmm_2d,small,multifocal,3.0,1,1816.0,1816,421098,0.006039052857082054,0.003028671582427538,231.88215859030836,,True,10,227,1.0,0.0003465524932835251,0.0,0.1,0.0,98.00510190801293
BraTS-GLI-02181-102,variational_spline,small,multifocal,3.0,1,1816.0,1816,18796,0.0,0.0,10.35022026431718,,True,10,1,0.0,0.0,0.0,0.0,0.0,104.93021488034071
BraTS-GLI-02184-101,otsu_T1c,small,multifocal,3.0,1,101.0,101,15259,0.0,0.0,151.07920792079207,,True,3,1,0.0,0.0,0.0,0.0,0.0,89.94887434012685
BraTS-GLI-02184-101,gmm_T1c,small,multifocal,3.0,1,101.0,101,17688,0.0,0.0,175.12871287128712,,True,3,1,0.0,0.0,0.0,0.0,0.0,89.49301648732151
BraTS-GLI-02184-101,sustraccion,small,multifocal,3.0,1,101.0,101,65083,0.0008284241531664212,0.0004143837193240941,644.3861386138614,,True,3,209,2.0,0.18043477833271027,0.016304347664117813,0.6666666666666666,0.3333333333333333,102.4475472932642
BraTS-GLI-02184-101,gmm_2d,small,multifocal,3.0,1,101.0,101,115380,0.0012642772404118426,0.0006325384722029668,1142.3762376237623,,True,3,97,1.0,0.011315417475998402,0.0,0.3333333333333333,0.0,103.03882763308208
BraTS-GLI-02184-101,variational_spline,small,multifocal,3.0,1,101.0,101,17688,0.0,0.0,175.12871287128712,,True,3,1,0.0,0.0,0.0,0.0,0.0,89.49301648732151
BraTS-GLI-02185-100,otsu_T1c,medium,multifocal,4.0,1,10020.0,10020,25886,0.08277168161310088,0.0431725740848344,2.583433133732535,,True,7,1,1.0,0.011930890381336212,0.0,0.14285714285714285,0.0,81.02468759581859
BraTS-GLI-02185-100,gmm_T1c,medium,multifocal,4.0,1,10020.0,10020,34502,0.09096626386954763,0.04765042238275643,3.443313373253493,,True,7,1,1.0,0.013077604584395885,0.0,0.14285714285714285,0.0,84.52810183601665
BraTS-GLI-02185-100,sustraccion,medium,multifocal,4.0,1,10020.0,10020,84319,0.0766597059540593,0.039857588483625986,8.415069860279441,,True,7,193,4.0,0.17062285542488098,7.769806688884273e-05,0.5714285714285714,0.42857142857142855,90.75241043630741
BraTS-GLI-02185-100,gmm_2d,medium,multifocal,4.0,1,10020.0,10020,150127,0.07849038695698327,0.04084829262585954,14.982734530938124,,True,7,236,2.0,0.08868835866451263,0.0,0.2857142857142857,0.14285714285714285,93.73366524360391
BraTS-GLI-02185-100,variational_spline,medium,multifocal,4.0,1,10020.0,10020,34450,0.09048796941758488,0.04738800697159546,3.43812375249501,,True,7,1,1.0,0.013008804060518742,0.0,0.14285714285714285,0.0,84.53401682163222
BraTS-GLI-02192-101,otsu_T1c,medium,multifocal,3.0,1,4984.0,4984,8568,0.0,0.0,1.7191011235955056,,False,2,1,0.0,0.0,0.0,0.0,0.0,62.41634228580586
BraTS-GLI-02192-101,gmm_T1c,medium,multifocal,3.0,1,4984.0,4984,8602,0.0,0.0,1.7259229534510434,,False,2,1,0.0,0.0,0.0,0.0,0.0,62.40833074059875
BraTS-GLI-02192-101,sustraccion,medium,multifocal,3.0,1,4984.0,4984,82858,0.08576762824161563,0.0448052334225394,16.624799357945424,,True,2,348,1.0,0.05124123394489288,0.05124123394489288,0.5,0.5,94.89467845985885
BraTS-GLI-02192-101,gmm_2d,medium,multifocal,3.0,1,4984.0,4984,104997,0.08006837544666806,0.04170376404175112,21.066813804173353,,True,2,136,1.0,0.04790026322007179,0.04790026322007179,0.5,0.0,92.05433178292046
BraTS-GLI-02192-101,variational_spline,medium,multifocal,3.0,1,4984.0,4984,8602,0.0,0.0,1.7259229534510434,,False,2,1,0.0,0.0,0.0,0.0,0.0,62.40833074059875
BraTS-GLI-02194-101,otsu_T1c,medium,multifocal,2.0,1,3716.0,3716,655031,0.010872155774523452,0.005465790349316051,176.2731431646932,,True,2,1,1.0,0.005309239961206913,0.005309239961206913,0.5,0.0,102.7861858422619
BraTS-GLI-02194-101,gmm_T1c,medium,multifocal,2.0,1,3716.0,3716,4417,0.0,0.0,1.188643702906351,,False,2,1,0.0,0.0,0.0,0.0,0.0,102.72974250096553
BraTS-GLI-02194-101,sustraccion,medium,multifocal,2.0,1,3716.0,3716,84734,0.06916902204635388,0.035823447435912446,22.802475780409043,,True,2,309,2.0,0.34309107065200806,0.34309107065200806,1.0,0.5,102.54754994635415
BraTS-GLI-02194-101,gmm_2d,medium,multifocal,2.0,1,3716.0,3716,76267,0.08846879961991923,0.046281640395055265,20.52395048439182,,True,2,124,2.0,0.41439536213874817,0.41439536213874817,1.0,1.0,103.32956982393762
BraTS-GLI-02194-101,variational_spline,medium,multifocal,2.0,1,3716.0,3716,4417,0.0,0.0,1.188643702906351,,False,2,1,0.0,0.0,0.0,0.0,0.0,102.72974250096553
BraTS-GLI-02196-100,otsu_T1c,large,multifocal,4.0,1,46257.0,46257,17676,0.05806078238155569,0.029898352046651738,0.38212594850509113,,True,9,1,1.0,0.00648273341357708,0.0,0.1111111111111111,0.0,90.44335243676011
BraTS-GLI-02196-100,gmm_T1c,large,multifocal,4.0,1,46257.0,46257,17410,0.057266715881068686,0.02947739473514003,0.3763754674968113,,True,9,1,1.0,0.006394202820956707,0.0,0.1111111111111111,0.0,90.41017641836565
BraTS-GLI-02196-100,sustraccion,large,multifocal,4.0,1,46257.0,46257,92545,0.4251235572974453,0.2699408955333126,2.000670168839311,,True,9,194,2.0,0.13421691954135895,0.0,0.2222222222222222,0.2222222222222222,87.86922100485471
BraTS-GLI-02196-100,gmm_2d,large,multifocal,4.0,1,46257.0,46257,212699,0.33126090918920587,0.19850970772684146,4.5982013533086885,,True,9,107,2.0,0.09735351800918579,0.0,0.2222222222222222,0.2222222222222222,90.05553841935541
BraTS-GLI-02196-100,variational_spline,large,multifocal,4.0,1,46257.0,46257,17410,0.057266715881068686,0.02947739473514003,0.3763754674968113,,True,9,1,1.0,0.006394202820956707,0.0,0.1111111111111111,0.0,90.41017641836565
BraTS-GLI-02198-101,otsu_T1c,absent,unifocal,0.0,0,0.0,0,696896,,,,False,True,0,1,,,,,,
BraTS-GLI-02198-101,gmm_T1c,absent,unifocal,0.0,0,0.0,0,893152,,,,False,True,0,1,,,,,,
BraTS-GLI-02198-101,sustraccion,absent,unifocal,0.0,0,0.0,0,66627,,,,False,True,0,294,,,,,,
BraTS-GLI-02198-101,gmm_2d,absent,unifocal,0.0,0,0.0,0,71557,,,,False,True,0,86,,,,,,
BraTS-GLI-02198-101,variational_spline,absent,unifocal,0.0,0,0.0,0,167058,,,,False,True,0,1,,,,,,
BraTS-GLI-02205-100,otsu_T1c,absent,unifocal,1.0,0,0.0,0,12073,,,,False,True,0,1,,,,,,
BraTS-GLI-02205-100,gmm_T1c,absent,unifocal,1.0,0,0.0,0,13371,,,,False,True,0,1,,,,,,
BraTS-GLI-02205-100,sustraccion,absent,unifocal,1.0,0,0.0,0,110425,,,,False,True,0,141,,,,,,
BraTS-GLI-02205-100,gmm_2d,absent,unifocal,1.0,0,0.0,0,802975,,,,False,True,0,39,,,,,,
BraTS-GLI-02205-100,variational_spline,absent,unifocal,1.0,0,0.0,0,13371,,,,False,True,0,1,,,,,,
BraTS-GLI-02206-104,otsu_T1c,absent,unifocal,4.0,0,0.0,0,687810,,,,False,True,0,1,,,,,,
BraTS-GLI-02206-104,gmm_T1c,absent,unifocal,4.0,0,0.0,0,1180551,,,,False,True,0,1,,,,,,
BraTS-GLI-02206-104,sustraccion,absent,unifocal,4.0,0,0.0,0,86466,,,,False,True,0,336,,,,,,
BraTS-GLI-02206-104,gmm_2d,absent,unifocal,4.0,0,0.0,0,116453,,,,False,True,0,155,,,,,,
BraTS-GLI-02206-104,variational_spline,absent,unifocal,4.0,0,0.0,0,193773,,,,False,True,0,1,,,,,,
BraTS-GLI-02208-100,otsu_T1c,absent,unifocal,0.0,0,0.0,0,13772,,,,False,True,0,1,,,,,,
BraTS-GLI-02208-100,gmm_T1c,absent,unifocal,0.0,0,0.0,0,19990,,,,False,True,0,1,,,,,,
BraTS-GLI-02208-100,sustraccion,absent,unifocal,0.0,0,0.0,0,76915,,,,False,True,0,245,,,,,,
BraTS-GLI-02208-100,gmm_2d,absent,unifocal,0.0,0,0.0,0,150402,,,,False,True,0,212,,,,,,
BraTS-GLI-02208-100,variational_spline,absent,unifocal,0.0,0,0.0,0,19993,,,,False,True,0,1,,,,,,
BraTS-GLI-02216-100,otsu_T1c,medium,multifocal,1.0,1,4202.0,4202,7148,0.0,0.0,1.7010947168015231,,False,2,1,0.0,0.0,0.0,0.0,0.0,111.56052153922968
BraTS-GLI-02216-100,gmm_T1c,medium,multifocal,1.0,1,4202.0,4202,9671,0.01975059468031428,0.009973791496796738,2.301523084245597,,False,2,1,1.0,0.009914604015648365,0.009914604015648365,0.5,0.0,62.13774593461042
