case_id,metodo,dice_ET,jaccard_ET,vol_GT,vol_pred,guard_branch,guard_reason,tiempo_s,case_wall_s,shared_preproc_s,process,fold,stratum,vol_bin,focality,confound_bin,et_present,et_mm3,et_num_components,rc_present,et_to_rc_min_mm,enh_confound_risk
BraTS-GLI-02093-106,gmm_T1c,0.0,0.0,1054,1038035,,,9.5291,51.3947,26.8288,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1054.0,5,1,1.0,1.0
BraTS-GLI-02093-106,sustraccion,0.0224,0.0113,1054,85674,,,0.3052,51.3947,26.8288,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1054.0,5,1,1.0,1.0
BraTS-GLI-02093-106,gmm_2d,0.0171,0.0086,1054,98519,,,13.9355,51.3947,26.8288,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1054.0,5,1,1.0,1.0
BraTS-GLI-02093-106,variational_spline,0.0094,0.0047,1054,224020,evolved,accepted,0.4724,51.3947,26.8288,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1054.0,5,1,1.0,1.0
BraTS-GLI-02101-101,otsu_T1c,0.0096,0.0048,4365,623713,,,0.3285,43.411,29.2922,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4365.0,2,1,1.0,1.0
BraTS-GLI-02101-101,gmm_T1c,0.005,0.0025,4365,917639,,,7.0699,43.411,29.2922,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4365.0,2,1,1.0,1.0
BraTS-GLI-02101-101,sustraccion,0.1313,0.0703,4365,57514,,,0.2511,43.411,29.2922,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4365.0,2,1,1.0,1.0
BraTS-GLI-02101-101,gmm_2d,0.1027,0.0541,4365,75231,,,5.9714,43.411,29.2922,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4365.0,2,1,1.0,1.0
BraTS-GLI-02101-101,variational_spline,0.0506,0.026,4365,146428,evolved,accepted,0.4979,43.411,29.2922,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4365.0,2,1,1.0,1.0
BraTS-GLI-02123-101,otsu_T1c,0.0,0.0,507,5671,,,0.3024,28.3072,16.5843,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,507.0,2,1,1.0,1.0
BraTS-GLI-02123-101,gmm_T1c,0.0009,0.0004,507,955707,,,4.9325,28.3072,16.5843,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,507.0,2,1,1.0,1.0
BraTS-GLI-02123-101,sustraccion,0.0088,0.0044,507,66209,,,0.3114,28.3072,16.5843,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,507.0,2,1,1.0,1.0
BraTS-GLI-02123-101,gmm_2d,0.0064,0.0032,507,95554,,,5.6492,28.3072,16.5843,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,507.0,2,1,1.0,1.0
BraTS-GLI-02123-101,variational_spline,0.0053,0.0026,507,150956,evolved,accepted,0.5276,28.3072,16.5843,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,507.0,2,1,1.0,1.0
BraTS-GLI-02137-100,otsu_T1c,0.0004,0.0002,2862,13096,,,0.3142,49.2932,2.8105,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,2862.0,2,1,1.0,1.0
BraTS-GLI-02137-100,gmm_T1c,0.0006,0.0003,2862,13510,,,2.0953,49.2932,2.8105,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,2862.0,2,1,1.0,1.0
BraTS-GLI-02137-100,sustraccion,0.0287,0.0146,2862,96211,,,0.2557,49.2932,2.8105,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,2862.0,2,1,1.0,1.0
BraTS-GLI-02137-100,gmm_2d,0.0312,0.0158,2862,158453,,,5.6977,49.2932,2.8105,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,2862.0,2,1,1.0,1.0
BraTS-GLI-02137-100,variational_spline,0.0006,0.0003,2862,13510,collapse-detected,empty_prediction,38.1199,49.2932,2.8105,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,2862.0,2,1,1.0,1.0
BraTS-GLI-02139-103,otsu_T1c,0.0,0.0,1109,9833,,,0.293,56.2072,2.6208,1,4.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1109.0,2,1,1.0,1.0
BraTS-GLI-02139-103,gmm_T1c,0.0,0.0,1109,12736,,,2.0052,56.2072,2.6208,1,4.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1109.0,2,1,1.0,1.0
BraTS-GLI-02139-103,sustraccion,0.0379,0.0193,1109,49906,,,0.2519,56.2072,2.6208,1,4.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1109.0,2,1,1.0,1.0
BraTS-GLI-02139-103,gmm_2d,0.0089,0.0045,1109,61780,,,6.1692,56.2072,2.6208,1,4.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1109.0,2,1,1.0,1.0
BraTS-GLI-02139-103,variational_spline,0.0,0.0,1109,12736,collapse-detected,empty_prediction,44.8671,56.2072,2.6208,1,4.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1109.0,2,1,1.0,1.0
BraTS-GLI-02143-100,otsu_T1c,0.4101,0.258,50441,23313,,,0.3097,40.0111,2.3465,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,50441.0,2,1,1.0,0.414
BraTS-GLI-02143-100,gmm_T1c,0.3955,0.2465,50441,22358,,,1.8179,40.0111,2.3465,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,50441.0,2,1,1.0,0.414
BraTS-GLI-02143-100,sustraccion,0.6097,0.4385,50441,47660,,,0.2763,40.0111,2.3465,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,50441.0,2,1,1.0,0.414
BraTS-GLI-02143-100,gmm_2d,0.5296,0.3602,50441,70217,,,6.7841,40.0111,2.3465,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,50441.0,2,1,1.0,0.414
BraTS-GLI-02143-100,variational_spline,0.3703,0.2272,50441,12548,evolved,accepted,28.4767,40.0111,2.3465,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,50441.0,2,1,1.0,0.414
BraTS-GLI-02143-101,otsu_T1c,0.5392,0.3692,96040,42725,,,0.3026,46.6287,2.6227,1,2.0,large|multifocal|far_rc,large,multifocal,far_rc,1,96040.0,2,1,1.0,0.3407
BraTS-GLI-02143-101,gmm_T1c,0.6171,0.4463,96040,59598,,,2.0456,46.6287,2.6227,1,2.0,large|multifocal|far_rc,large,multifocal,far_rc,1,96040.0,2,1,1.0,0.3407
BraTS-GLI-02143-101,sustraccion,0.812,0.6835,96040,110175,,,0.2604,46.6287,2.6227,1,2.0,large|multifocal|far_rc,large,multifocal,far_rc,1,96040.0,2,1,1.0,0.3407
BraTS-GLI-02143-101,gmm_2d,0.6093,0.4381,96040,99070,,,6.1365,46.6287,2.6227,1,2.0,large|multifocal|far_rc,large,multifocal,far_rc,1,96040.0,2,1,1.0,0.3407
BraTS-GLI-02143-101,variational_spline,0.7485,0.5981,96040,67053,evolved,accepted,35.2609,46.6287,2.6227,1,2.0,large|multifocal|far_rc,large,multifocal,far_rc,1,96040.0,2,1,1.0,0.3407
BraTS-GLI-02151-100,otsu_T1c,0.8212,0.6967,39885,28341,,,0.3184,18.0861,2.7503,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,39885.0,3,1,1.0,1.0
BraTS-GLI-02151-100,gmm_T1c,0.5657,0.3944,39885,15909,,,2.1922,18.0861,2.7503,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,39885.0,3,1,1.0,1.0
BraTS-GLI-02151-100,sustraccion,0.5881,0.4166,39885,82501,,,0.2936,18.0861,2.7503,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,39885.0,3,1,1.0,1.0
BraTS-GLI-02151-100,gmm_2d,0.2276,0.1284,39885,55095,,,5.6245,18.0861,2.7503,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,39885.0,3,1,1.0,1.0
BraTS-GLI-02151-100,variational_spline,0.7433,0.5914,39885,25592,evolved,accepted,6.9072,18.0861,2.7503,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,39885.0,3,1,1.0,1.0
BraTS-GLI-02153-101,otsu_T1c,0.0003,0.0002,519,689912,,,0.3188,23.3098,2.6797,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,519.0,3,1,1.0,1.0
BraTS-GLI-02153-101,gmm_T1c,0.0,0.0,519,4435,,,2.121,23.3098,2.6797,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,519.0,3,1,1.0,1.0
BraTS-GLI-02153-101,sustraccion,0.0124,0.0062,519,75315,,,0.2547,23.3098,2.6797,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,519.0,3,1,1.0,1.0
BraTS-GLI-02153-101,gmm_2d,0.0113,0.0057,519,81242,,,6.3698,23.3098,2.6797,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,519.0,3,1,1.0,1.0
BraTS-GLI-02153-101,variational_spline,0.0,0.0,519,4435,collapse-detected,empty_prediction,11.5658,23.3098,2.6797,1,1.0,small|multifocal|far_rc,small,multifocal,far_rc,1,519.0,3,1,1.0,1.0
BraTS-GLI-02171-101,otsu_T1c,0.0,0.0,164,5967,,,0.3018,38.3123,2.509,1,1.0,small|unifocal|far_rc,small,unifocal,far_rc,1,164.0,1,1,16.125,1.0
BraTS-GLI-02171-101,gmm_T1c,0.0,0.0,164,5961,,,2.0214,38.3123,2.509,1,1.0,small|unifocal|far_rc,small,unifocal,far_rc,1,164.0,1,1,16.125,1.0
BraTS-GLI-02171-101,sustraccion,0.0042,0.0021,164,77246,,,0.2765,38.3123,2.509,1,1.0,small|unifocal|far_rc,small,unifocal,far_rc,1,164.0,1,1,16.125,1.0
BraTS-GLI-02171-101,gmm_2d,0.0006,0.0003,164,94963,,,12.8208,38.3123,2.509,1,1.0,small|unifocal|far_rc,small,unifocal,far_rc,1,164.0,1,1,16.125,1.0
BraTS-GLI-02171-101,variational_spline,0.0,0.0,164,5963,collapse-detected,empty_prediction,20.3828,38.3123,2.509,1,1.0,small|unifocal|far_rc,small,unifocal,far_rc,1,164.0,1,1,16.125,1.0
BraTS-GLI-02181-102,otsu_T1c,0.0,0.0,1816,18229,,,0.3063,122.7451,3.0708,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1816.0,6,1,1.0,1.0
BraTS-GLI-02181-102,gmm_T1c,0.0,0.0,1816,18796,,,2.3356,122.7451,3.0708,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1816.0,6,1,1.0,1.0
BraTS-GLI-02181-102,sustraccion,0.0142,0.0071,1816,116996,,,0.2599,122.7451,3.0708,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1816.0,6,1,1.0,1.0
BraTS-GLI-02181-102,gmm_2d,0.006,0.003,1816,421098,,,13.5722,122.7451,3.0708,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1816.0,6,1,1.0,1.0
BraTS-GLI-02181-102,variational_spline,0.0,0.0,1816,18796,collapse-detected,empty_prediction,103.2005,122.7451,3.0708,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1816.0,6,1,1.0,1.0
BraTS-GLI-02184-101,otsu_T1c,0.0,0.0,101,15259,,,0.7677,127.4497,5.9578,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,101.0,3,1,1.0,1.0
BraTS-GLI-02184-101,gmm_T1c,0.0,0.0,101,17688,,,4.5875,127.4497,5.9578,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,101.0,3,1,1.0,1.0
BraTS-GLI-02184-101,sustraccion,0.0008,0.0004,101,65083,,,0.6873,127.4497,5.9578,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,101.0,3,1,1.0,1.0
BraTS-GLI-02184-101,gmm_2d,0.0013,0.0006,101,115380,,,20.5673,127.4497,5.9578,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,101.0,3,1,1.0,1.0
BraTS-GLI-02184-101,variational_spline,0.0,0.0,101,17688,collapse-detected,empty_prediction,94.882,127.4497,5.9578,1,3.0,small|multifocal|far_rc,small,multifocal,far_rc,1,101.0,3,1,1.0,1.0
BraTS-GLI-02185-100,otsu_T1c,0.0828,0.0432,10020,25886,,,0.4381,27.8152,6.2986,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10020.0,3,1,1.0,0.9925
BraTS-GLI-02185-100,gmm_T1c,0.091,0.0477,10020,34502,,,4.595,27.8152,6.2986,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10020.0,3,1,1.0,0.9925
BraTS-GLI-02185-100,sustraccion,0.0767,0.0399,10020,84319,,,0.6733,27.8152,6.2986,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10020.0,3,1,1.0,0.9925
BraTS-GLI-02185-100,gmm_2d,0.0785,0.0408,10020,150127,,,14.975,27.8152,6.2986,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10020.0,3,1,1.0,0.9925
BraTS-GLI-02185-100,variational_spline,0.0905,0.0474,10020,34450,evolved,accepted,0.8351,27.8152,6.2986,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10020.0,3,1,1.0,0.9925
BraTS-GLI-02192-101,otsu_T1c,0.0,0.0,4984,8568,,,0.4981,63.2447,5.3139,1,3.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4984.0,2,1,9.899,0.9999
BraTS-GLI-02192-101,gmm_T1c,0.0,0.0,4984,8602,,,4.4352,63.2447,5.3139,1,3.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4984.0,2,1,9.899,0.9999
BraTS-GLI-02192-101,sustraccion,0.0858,0.0448,4984,82858,,,0.5699,63.2447,5.3139,1,3.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4984.0,2,1,9.899,0.9999
BraTS-GLI-02192-101,gmm_2d,0.0801,0.0417,4984,104997,,,20.2686,63.2447,5.3139,1,3.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4984.0,2,1,9.899,0.9999
BraTS-GLI-02192-101,variational_spline,0.0,0.0,4984,8602,collapse-detected,empty_prediction,32.159,63.2447,5.3139,1,3.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4984.0,2,1,9.899,0.9999
BraTS-GLI-02194-101,otsu_T1c,0.0109,0.0055,3716,655031,,,0.5497,39.9825,5.2963,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,3716.0,2,1,1.0,1.0
BraTS-GLI-02194-101,gmm_T1c,0.0,0.0,3716,4417,,,3.8351,39.9825,5.2963,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,3716.0,2,1,1.0,1.0
BraTS-GLI-02194-101,sustraccion,0.0692,0.0358,3716,84734,,,0.5404,39.9825,5.2963,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,3716.0,2,1,1.0,1.0
BraTS-GLI-02194-101,gmm_2d,0.0885,0.0463,3716,76267,,,10.309,39.9825,5.2963,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,3716.0,2,1,1.0,1.0
BraTS-GLI-02194-101,variational_spline,0.0,0.0,3716,4417,collapse-detected,empty_prediction,19.4521,39.9825,5.2963,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,3716.0,2,1,1.0,1.0
BraTS-GLI-02196-100,otsu_T1c,0.0581,0.0299,46257,17676,,,0.5069,146.1189,4.2114,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,46257.0,3,1,1.0,0.9908
BraTS-GLI-02196-100,gmm_T1c,0.0573,0.0295,46257,17410,,,3.8524,146.1189,4.2114,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,46257.0,3,1,1.0,0.9908
BraTS-GLI-02196-100,sustraccion,0.4251,0.2699,46257,92545,,,0.3903,146.1189,4.2114,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,46257.0,3,1,1.0,0.9908
BraTS-GLI-02196-100,gmm_2d,0.3313,0.1985,46257,212699,,,9.3093,146.1189,4.2114,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,46257.0,3,1,1.0,0.9908
BraTS-GLI-02196-100,variational_spline,0.0573,0.0295,46257,17410,collapse-detected,empty_prediction,127.8485,146.1189,4.2114,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,46257.0,3,1,1.0,0.9908
BraTS-GLI-02198-101,otsu_T1c,0.0,0.0,0,696896,,,0.2708,109.3698,77.7589,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02198-101,gmm_T1c,0.0,0.0,0,893152,,,8.3279,109.3698,77.7589,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02198-101,sustraccion,0.0,0.0,0,66627,,,0.2443,109.3698,77.7589,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02198-101,gmm_2d,0.0,0.0,0,71557,,,21.1237,109.3698,77.7589,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02198-101,variational_spline,0.0,0.0,0,167058,evolved,accepted,1.6442,109.3698,77.7589,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02205-100,otsu_T1c,0.0,0.0,0,12073,,,0.7278,70.3633,6.0045,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02205-100,gmm_T1c,0.0,0.0,0,13371,,,5.1895,70.3633,6.0045,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02205-100,sustraccion,0.0,0.0,0,110425,,,0.4055,70.3633,6.0045,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02205-100,gmm_2d,0.0,0.0,0,802975,,,8.4399,70.3633,6.0045,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02205-100,variational_spline,0.0,0.0,0,13371,collapse-detected,empty_prediction,49.5961,70.3633,6.0045,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02206-104,otsu_T1c,0.0,0.0,0,687810,,,0.2729,32.7089,20.727,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02206-104,gmm_T1c,0.0,0.0,0,1180551,,,5.5288,32.7089,20.727,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02206-104,sustraccion,0.0,0.0,0,86466,,,0.2225,32.7089,20.727,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02206-104,gmm_2d,0.0,0.0,0,116453,,,5.5674,32.7089,20.727,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02206-104,variational_spline,0.0,0.0,0,193773,evolved,accepted,0.3902,32.7089,20.727,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02208-100,otsu_T1c,0.0,0.0,0,13772,,,0.2578,17.4596,4.9619,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02208-100,gmm_T1c,0.0,0.0,0,19990,,,4.3465,17.4596,4.9619,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02208-100,sustraccion,0.0,0.0,0,76915,,,0.2283,17.4596,4.9619,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02208-100,gmm_2d,0.0,0.0,0,150402,,,7.3435,17.4596,4.9619,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
