case_id,mode,run,method,hash,reference_hash,bit_identical_to_reference,dice,voxels
BraTS-GLI-02108-100,same_process,5,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,same_process,5,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,same_process,5,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,same_process,5,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,same_process,5,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,same_process,5,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,same_process,5,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,same_process,5,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,same_process,5,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,same_process,5,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-02108-100,subprocess,1,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,subprocess,1,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,subprocess,1,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,subprocess,1,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,subprocess,1,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,subprocess,1,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,subprocess,1,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,subprocess,1,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,subprocess,1,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,subprocess,1,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-02108-100,subprocess,2,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,subprocess,2,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,subprocess,2,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,subprocess,2,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,subprocess,2,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,subprocess,2,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,subprocess,2,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,subprocess,2,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,subprocess,2,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,subprocess,2,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-02108-100,subprocess,3,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,subprocess,3,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,subprocess,3,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,subprocess,3,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,subprocess,3,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,subprocess,3,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,subprocess,3,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,subprocess,3,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,subprocess,3,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,subprocess,3,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-02108-100,subprocess,4,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,subprocess,4,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,subprocess,4,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,subprocess,4,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,subprocess,4,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,subprocess,4,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,subprocess,4,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,subprocess,4,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,subprocess,4,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,subprocess,4,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-02108-100,subprocess,5,bspline,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,77229b1d0b188e1a94383b629e98baaa104c6948e8b67660d37bc91b01eaf3bd,True,0.8195,77566
BraTS-GLI-02108-100,subprocess,5,fast_marching,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,f7e961590edf97e5d1b9d9645d41340c9b791c7adbd243a747180c41cc3ac8d9,True,0.0787,4227
BraTS-GLI-02108-100,subprocess,5,gmm_2d,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,7e42df582a30dd9b1021ecc2c04a4e8075920714f96c9b4a780563165c244a28,True,0.6909,180796
BraTS-GLI-02108-100,subprocess,5,gmm_T1c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,dc73d82ed0f98a0c621e93af37667e853f2a1c3cd9a99f38c5c90789365a209c,True,0.5374,44358
BraTS-GLI-02108-100,subprocess,5,level_set,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,339b8c6c6302001d03703e9e3bf251340c00b816132717088b73438f86c4a92d,True,0.5378,44395
BraTS-GLI-02108-100,subprocess,5,otsu_T1c,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,e34e9b61a64faa72dc676ed97de06056dcace658c94b4f01cd2c74a753cb265a,True,0.6337,57030
BraTS-GLI-02108-100,subprocess,5,rango_doble,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,07d3fcdf62438cfc20a9d20dc37ce0ec8bb2b9848b8fa972582a04aae9063643,True,0.5888,201116
BraTS-GLI-02108-100,subprocess,5,spline,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,74c981c11c841ff556e13bee62f4e8d2836c336bbd5d9512c819b559fd8358e7,True,0.3709,22866
BraTS-GLI-02108-100,subprocess,5,sustraccion,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,d8f2c900fd1098fb3a6f4499337148fd65afee4176c675d4c50ba901ba4718ac,True,0.7918,91845
BraTS-GLI-02108-100,subprocess,5,variational_spline,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,5992d7ffbfbad79c34bd2ed61a27b81284aa849b61f1f137a273a4a735be0997,True,0.8794,87696
BraTS-GLI-00020-100,same_process,1,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,1,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,same_process,1,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,same_process,1,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,same_process,1,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,1,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,same_process,1,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,same_process,1,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,1,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,same_process,1,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,2,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,2,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,same_process,2,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
