case_id,fold,method,mode,shape_score_threshold,score_engine,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,dominant_found
BraTS-GLI-00009-101,4,gmm_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,gmm_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.0,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.001,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.005,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.01,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.02,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.05,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.1,component_overlap_v1,large,11334,18094,True,,0.0049380832351744175,1.0,1.0,64.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.2,component_overlap_v1,large,11334,7508,False,,0.005014053545892239,1.0,1.0,63.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.3,component_overlap_v1,large,11334,7508,False,,0.005014053545892239,1.0,1.0,63.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.4,component_overlap_v1,large,11334,7508,False,,0.005014053545892239,1.0,1.0,63.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.5,component_overlap_v1,large,11334,7508,False,,0.005014053545892239,1.0,1.0,63.0,True
BraTS-GLI-00009-101,4,sustraccion,soft_shape_score_threshold,0.55,component_overlap_v1,large,11334,7508,False,,0.005014053545892239,1.0,1.0,63.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.0,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.001,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.005,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.01,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.02,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.05,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.1,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.2,component_overlap_v1,large,11334,35515,True,,0.009548770263791084,1.0,1.0,54.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.3,component_overlap_v1,large,11334,19472,True,,0.009722384624183178,1.0,1.0,53.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.4,component_overlap_v1,large,11334,19472,True,,0.009722384624183178,1.0,1.0,53.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.5,component_overlap_v1,large,11334,19472,True,,0.009722384624183178,1.0,1.0,53.0,True
BraTS-GLI-00009-101,4,gmm_2d,soft_shape_score_threshold,0.55,component_overlap_v1,large,11334,19472,True,,0.009722384624183178,1.0,1.0,53.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.0,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.001,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.005,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.01,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.02,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.05,component_overlap_v1,large,11334,21555,True,,0.2763710618019104,1.0,1.0,0.0,True
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.1,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.2,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.3,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.4,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.5,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00009-101,4,variational_spline,soft_shape_score_threshold,0.55,component_overlap_v1,large,11334,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,medium,6187,10577,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,otsu_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,gmm_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.0,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.001,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.005,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.01,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.02,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.05,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.1,component_overlap_v1,medium,6187,61074,True,,0.004440257791429758,2.0,0.0,238.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.2,component_overlap_v1,medium,6187,39992,True,,0.004477571230381727,2.0,0.0,236.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.3,component_overlap_v1,medium,6187,36429,True,,0.0044964635744690895,2.0,0.0,235.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.4,component_overlap_v1,medium,6187,23354,True,,0.003169445088133216,2.0,0.0,232.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.5,component_overlap_v1,medium,6187,23354,True,,0.003169445088133216,2.0,0.0,232.0,True
BraTS-GLI-00046-100,1,sustraccion,soft_shape_score_threshold,0.55,component_overlap_v1,medium,6187,23354,True,,0.003169445088133216,2.0,0.0,232.0,True
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.0,component_overlap_v1,medium,6187,458498,True,,0.00038640419370494783,1.0,1.0,34.0,True
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.001,component_overlap_v1,medium,6187,458498,True,,0.00038640419370494783,1.0,1.0,34.0,True
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.005,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.01,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.02,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.05,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.1,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.2,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.3,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.4,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.5,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,gmm_2d,soft_shape_score_threshold,0.55,component_overlap_v1,medium,6187,5548,False,,0.0,0.0,2.0,34.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.0,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.001,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.005,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.01,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.02,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.05,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.1,component_overlap_v1,medium,6187,11199,True,,0.0,0.0,2.0,1.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.2,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.3,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.4,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.5,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00046-100,1,variational_spline,soft_shape_score_threshold,0.55,component_overlap_v1,medium,6187,0,False,,0.0,0.0,2.0,0.0,False
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,absent,0,13935,True,0.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,absent,0,16769,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,35277,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,35277,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,35277,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.01,component_overlap_v1,absent,0,35277,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.02,component_overlap_v1,absent,0,35277,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.05,component_overlap_v1,absent,0,13722,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.1,component_overlap_v1,absent,0,13722,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.2,component_overlap_v1,absent,0,13722,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.3,component_overlap_v1,absent,0,13722,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.4,component_overlap_v1,absent,0,13722,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.5,component_overlap_v1,absent,0,11028,True,0.0,,,,,
BraTS-GLI-00543-101,2,sustraccion,soft_shape_score_threshold,0.55,component_overlap_v1,absent,0,11028,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,43524,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,43524,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,43524,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.01,component_overlap_v1,absent,0,43524,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.02,component_overlap_v1,absent,0,43524,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.05,component_overlap_v1,absent,0,36904,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.1,component_overlap_v1,absent,0,36904,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.2,component_overlap_v1,absent,0,36904,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.3,component_overlap_v1,absent,0,30874,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.4,component_overlap_v1,absent,0,30874,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.5,component_overlap_v1,absent,0,26635,True,0.0,,,,,
BraTS-GLI-00543-101,2,gmm_2d,soft_shape_score_threshold,0.55,component_overlap_v1,absent,0,26635,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.01,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.02,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.05,component_overlap_v1,absent,0,16775,True,0.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.1,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.2,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.3,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.4,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.5,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00543-101,2,variational_spline,soft_shape_score_threshold,0.55,component_overlap_v1,absent,0,0,False,1.0,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,absent,0,13841,True,0.0,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,absent,0,13841,True,0.0,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,absent,0,13841,True,0.0,,,,,
