case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.001,small,1089,7372,0.0,0,3,6,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.001,small,1089,14312,0.015166589058935642,1,2,0,True,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.002,small,1089,6430,0.0,0,3,7,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.002,small,1089,12908,0.0,0,3,1,True,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.002,small,1089,6863,0.0,0,3,7,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.002,small,1089,14309,0.015169608406722546,1,2,0,True,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.002,small,1089,27023,0.004160887561738491,1,2,100,True,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.002,small,1089,66477,0.007746681105345488,2,1,55,True,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.002,small,1089,41493,0.007435959298163652,2,1,100,True,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.002,small,1089,102911,0.013738004490733147,2,1,50,True,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.002,small,1089,6866,0.0,0,3,7,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.002,small,1089,14312,0.015166589058935642,1,2,0,True,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.005,small,1089,5567,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.005,small,1089,12908,0.0,0,3,1,True,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.005,small,1089,5946,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.005,small,1089,14309,0.015169608406722546,1,2,0,True,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.005,small,1089,21172,0.004516711458563805,1,2,79,True,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.005,small,1089,65917,0.010958719998598099,2,1,38,True,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.005,small,1089,32258,0.0082740793004632,1,2,82,True,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.005,small,1089,101459,0.018669595941901207,2,1,36,True,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.005,small,1089,5949,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.005,small,1089,14312,0.015166589058935642,1,2,0,True,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.01,small,1089,4231,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.01,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.01,small,1089,4544,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.01,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.01,small,1089,14930,0.0,0,3,51,True,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.01,small,1089,1661,0.0,0,3,22,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.01,small,1089,22686,0.003246753243729472,1,2,63,True,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.01,small,1089,1960,0.0,0,3,22,False,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.01,small,1089,4547,0.0,0,3,5,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.01,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.02,small,1089,1451,0.0,0,3,6,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.02,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.02,small,1089,1629,0.0,0,3,7,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.02,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.02,small,1089,4839,0.0,0,3,22,False,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.02,small,1089,54,0.0,0,3,2,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.02,small,1089,7299,0.0,0,3,22,False,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.02,small,1089,158,0.0,0,3,3,False,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.02,small,1089,1629,0.0,0,3,7,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.02,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.05,small,1089,62,0.0,0,3,1,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.05,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.05,small,1089,86,0.0,0,3,1,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.05,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.05,small,1089,236,0.0,0,3,2,False,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.05,small,1089,7,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.05,small,1089,363,0.0,0,3,3,False,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.05,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.05,small,1089,86,0.0,0,3,1,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.05,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.1,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,otsu_T1c,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,otsu_T1c,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_T1c,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,gmm_T1c,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,sustraccion,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,sustraccion,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,gmm_2d,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,gmm_2d,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,pre_filter,variational_spline,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,post_filter,variational_spline,0.2,small,1089,0,0.0,0,3,0,False,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.0,small,1089,7221032,7.061954238452017e-05,1,2,0,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.0001,small,1089,37955,0.0,0,3,89,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.0002,small,1089,32952,0.0,0,3,76,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.0005,small,1089,25900,0.0,0,3,63,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.001,small,1089,20306,0.0,0,3,60,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.002,small,1089,14974,0.0,0,3,40,True,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.005,small,1089,8658,0.0,0,3,19,False,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.01,small,1089,4176,0.0,0,3,19,False,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.02,small,1089,833,0.0,0,3,4,False,
BraTS-GLI-02245-103,2,map_atlas_x_enhancement,atlas_map,0.05,small,1089,0,0.0,0,3,0,False,
